,x,y,gradient,smoothness,gradient_even,smoothness_even
15,351,1302,-2.5156862745097968,0.014894618477460923,-35.5,0.2856439406549267
16,368,1270,-1.962762297901616,-0.004723663813253898,-35.5,-0.16390534452647998
17,387,1231,-2.8434969635627567,-0.018090258038481355,-41.5,-0.43225270823143447
18,400,1187,-2.827267714364485,0.016115226606171915,-40.5,0.33841514844804443
19,418,1150,-2.166666666666668,0.019435363521384877,-39.0,0.349836543384928
20,436,1109,-2.127594627594629,0.0031412082694133522,-41.0,0.06440781440781329
21,457,1068,-2.0378510378510413,-0.008464503487127933,-39.5,-0.12957336780866235
22,475,1030,-2.3867413632119536,-0.01497714695414823,-41.5,-0.26638334146073994
23,492,985,-2.570617720772521,-0.004785152927567725,-48.5,-0.06395532572003049
24,513,933,-2.5146520146520146,0.013379650037862303,-42.5,0.15806415387326034
25,526,900,-2.2544894130260005,0.01985119668046491,-39.5,0.40313390313390407
26,554,854,-1.7083842083842065,-0.009332262889173437,-46.0,-0.1963587733404797
27,580,808,-2.64720695970696,-0.011123133370157162,-48.5,-0.43539122914122963
28,596,757,-2.5791666666666657,0.01825367148283817,-45.5,0.5050849613349611
29,620,717,-1.6370370370370377,0.02192990265906928,-44.0,0.4751602564102555
30,650,669,-1.6288461538461547,0.0003671482838149137,-45.5,0.009928774928773976
31,676,626,-1.6171794871794898,0.0021940747424618948,-40.5,0.05149541318896267
32,700,588,-1.5258553274682294,-0.0004599808793356516,-41.5,-0.04685956516601575
33,731,543,-1.7108986175115213,-0.0007880037336743598,-46.5,-0.050142511704481585
34,756,495,-1.6261403508771926,0.007232730159613735,-44.0,0.2367951575130316
35,788,455,-1.237308302485458,0.009424109580529166,-57.0,0.32330816518478267
36,849,381,-0.9795240205076272,0.0033765676782005604,-52.5,0.18182721441579242
37,886,350,-0.8736538736538733,0.0016979471131876147,-40.5,0.052935073426876755
38,940,300,-0.8736538736538737,0.00035768821037606216,-40.5,0.011151261151260972
39,977,269,-0.8513513513513513,0.003692612988639146,-31.5,0.13662668057964844
40,1014,237,-0.6004005124945768,0.0052407954280917456,-21.5,0.20715089605067205
41,1071,226,-0.4370495592500072,0.0016303128382118759,-20.5,0.09604743507319058
42,1118,196,-0.40830564234819566,0.002887893380662065,-19.0,0.1549377301822259
43,1170,188,-0.12717409888555542,0.006086676656023828,-6.5,0.30539514085495567
44,1219,183,0.20248463936171568,0.0038161217541684877,5.5,0.19475424605115077
45,1256,199,0.2623343932167461,-0.0013616168025978453,9.0,-0.09551102716385107
46,1304,201,0.01146258503401354,-0.0006890702226836675,0.5,-0.024500529941706373
47,1354,200,0.21333333333333337,0.0036881872245753664,7.5,0.1691114747785908
48,1394,216,0.3496855345911951,0.0024627086386167043,15.5,0.10021806995903582
49,1447,231,0.413769473251405,0.0031637895411182203,24.0,0.18956401236541942
50,1506,264,0.728813559322034,0.0031767103137962335,43.0,0.18742590851397778
51,1565,317,0.7886212902793606,-0.0006393218365920699,38.5,0.0040997138454764714
52,1598,341,0.7370129870129869,0.0018049498281866982,28.5,0.11272398689495144
53,1642,374,1.0140692640692635,0.007978371300532992,36.5,0.2909815319089506
54,1675,414,1.318976050830888,0.0005860926643454813,42.0,0.03553752416231193
55,1706,458,1.0851443123938873,0.002703431349964194,35.5,0.2785716760770929
56,1751,485,1.8761194029850738,0.008350933597597358,41.0,0.4377308741060868
57,1773,540,1.960606060606061,-0.0064782733753986025,46.5,-0.32003293774830954
58,1806,578,1.2360535274884548,-0.006801815370480208,38.0,-0.26779978944225835
59,1835,616,1.4250064817215442,0.005940319256770962,40.5,0.1698644797096751
60,1863,659,1.575782486907805,0.009651895401126057,40.0,0.22669307007466877
61,1886,696,1.8783926218708817,0.0036017436433038036,42.0,0.09038672857407004
62,1908,743,1.756555944055945,-0.0111612957233161,40.5,-0.29240898061869736
63,1934,777,1.293574660633487,0.0006528054112087608,33.0,-0.001458244136816056
64,1959,809,1.753639455782313,0.011028900571217422,42.5,0.2774342814048678
65,1983,862,1.8484432234432226,-0.004499607535321859,46.5,-0.15360544217687178
66,2011,902,1.4464285714285694,-0.002244703622809166,40.5,-0.0628517014386567
67,2039,943,1.7227398205659092,0.032434239615916544,37.5,0.560624098124098
68,2057,977,2.5676767676767653,0.018479547827373835,40.5,0.3831813717683268
69,2072,1024,2.489102564102563,-0.010203222703222714,41.0,-0.2570526695526709
70,2096,1059,2.0535714285714235,-0.006832519332519174,40.0,-0.20288461538461355
71,2114,1104,2.0833333333333357,-0.011357855107855024,37.5,-0.20444139194139055
72,2132,1134,1.6446886446886424,-0.004057245930311093,32.0,-0.013102609464841208
73,2153,1168,2.0571281144036533,0.008619019103270245,37.5,0.20364672624903157
74,2170,1209,2.0519820971867055,-0.008117013339911994,38.5,-0.21750007699681007
75,2193,1245,1.6221279604100332,0.06779994769748977,33.0,1.0044576693553626
76,2211,1275,4.060897435897431,0.056250127457377896,35.5,1.303519353128312
77,2219,1316,4.229166666666657,-0.011308092948718318,39.0,-1.215865384615384
78,2243,1353,1.6291666666666629,-0.04010416666666654,32.0,-1.256944444444441
79,2259,1380,1.715277777777775,0.022668592981093347,31.0,0.48582459207460005
80,2279,1415,2.600815850815863,0.021752758143887302,38.0,0.48899744968293923
81,2292,1456,2.6932726771436535,-0.012550329188699583,39.0,-0.311748213064007
