,x,y,w,h,score,match
32,151,1864,38,60,0.7879889,middle round.jpg
16,167,1822,68,44,0.8333604,left_back_bent.jpg
18,179,1769,53,48,0.87064224,top_left.jpg
17,211,1688,53,48,0.8655456,top_left.jpg
52,232,1620,48,40,0.858118,03_18_2023 LG 282 copy.jpg
15,287,1516,68,44,0.8273326,left_back_bent.jpg
11,320,1445,68,44,0.8308581,left_back_bent.jpg
10,349,1376,68,44,0.83677036,left_back_bent.jpg
48,374,1295,48,40,0.84281236,03_18_2023 LG 282 copy.jpg
13,385,1496,68,44,0.76558065,left_back_bent.jpg
62,402,1258,64,44,0.7557265,left_angled.jpg
12,407,1450,68,44,0.7596028,left_back_bent.jpg
8,432,1188,68,44,0.8216137,left_back_bent.jpg
9,446,1365,68,44,0.7681928,left_back_bent.jpg
7,474,1105,68,44,0.80214,left_back_bent.jpg
42,484,1063,48,40,0.8804556,03_18_2023 LG 282 copy.jpg
41,503,1023,48,40,0.8902819,03_18_2023 LG 282 copy.jpg
40,546,935,48,40,0.8468436,03_18_2023 LG 282 copy.jpg
39,568,892,48,40,0.8315108,03_18_2023 LG 282 copy.jpg
58,592,850,49,43,0.84274733,small_round.jpg
57,640,758,49,43,0.7938331,small_round.jpg
3,672,721,68,44,0.77306354,left_back_bent.jpg
4,685,852,68,44,0.76816297,left_back_bent.jpg
31,750,578,38,60,0.80433226,middle round.jpg
56,773,538,49,43,0.85595524,small_round.jpg
30,812,488,38,60,0.76689166,middle round.jpg
34,866,417,48,40,0.8309609,03_18_2023 LG 282 copy.jpg
2,890,625,68,44,0.75538325,left_back_bent.jpg
55,901,381,49,43,0.82926023,small_round.jpg
1,920,508,68,44,0.76599085,left_back_bent.jpg
23,944,356,36,35,0.7547379,round_light.jpg
29,1030,263,38,60,0.81141394,middle round.jpg
28,1076,242,38,60,0.7974101,middle round.jpg
27,1123,220,38,60,0.8537277,middle round.jpg
20,1215,276,36,35,0.75713176,round_light.jpg
26,1222,199,38,60,0.85710645,middle round.jpg
63,1311,195,38,64,0.8358277,12_20_2022 LG 282 copy.jpg
64,1408,211,38,64,0.78465194,12_20_2022 LG 282 copy.jpg
0,1462,245,68,44,0.8349157,left_back_bent.jpg
21,1565,303,36,35,0.8702499,round_light.jpg
22,1614,346,36,35,0.8132457,round_light.jpg
19,1646,363,46,53,0.82191443,right_small_weird.jpg
33,1677,408,48,40,0.83817005,03_18_2023 LG 282 copy.jpg
61,1755,484,64,44,0.8147158,left_angled.jpg
35,1779,528,48,40,0.86320007,03_18_2023 LG 282 copy.jpg
36,1839,614,48,40,0.94683707,03_18_2023 LG 282 copy.jpg
24,1874,661,36,35,0.8501385,round_light.jpg
37,1892,699,48,40,0.84624004,03_18_2023 LG 282 copy.jpg
38,1916,738,48,40,0.8872859,03_18_2023 LG 282 copy.jpg
5,1990,859,68,44,0.84763753,left_back_bent.jpg
59,2033,939,49,43,0.76524657,small_round.jpg
6,2064,988,68,44,0.846174,left_back_bent.jpg
43,2094,1063,48,40,0.8606296,03_18_2023 LG 282 copy.jpg
60,2119,1100,49,43,0.7938285,small_round.jpg
44,2134,1143,48,40,0.7839428,03_18_2023 LG 282 copy.jpg
45,2152,1179,48,40,0.78413963,03_18_2023 LG 282 copy.jpg
46,2170,1215,48,40,0.7719943,03_18_2023 LG 282 copy.jpg
47,2191,1252,48,40,0.83534616,03_18_2023 LG 282 copy.jpg
49,2241,1360,48,40,0.8422775,03_18_2023 LG 282 copy.jpg
25,2282,1436,36,35,0.8644684,round_light.jpg
14,2314,1504,68,44,0.80568254,left_back_bent.jpg
50,2339,1573,48,40,0.7909404,03_18_2023 LG 282 copy.jpg
51,2354,1610,48,40,0.80586493,03_18_2023 LG 282 copy.jpg
53,2373,1646,48,40,0.79191285,03_18_2023 LG 282 copy.jpg
54,2389,1683,48,40,0.7571269,03_18_2023 LG 282 copy.jpg
