,x,y
0,1174,125
1,1269,125
2,1366,127
3,1417,139
4,1119,141
5,1470,162
6,1075,165
7,1334,181
8,1519,182
9,1375,187
10,1028,188
11,1427,193
12,1715,211
13,1617,266
14,936,270
15,1657,300
16,900,305
17,861,336
18,1695,337
19,830,372
20,1730,374
21,1760,414
22,811,416
23,766,458
24,1789,459
25,738,503
26,1817,506
27,1978,535
28,705,548
29,677,592
30,1874,595
31,649,634
32,1899,638
33,627,677
34,1942,717
35,602,723
36,1966,758
37,580,767
38,1984,798
39,554,807
40,2009,843
41,529,850
42,2128,883
43,2031,888
44,2050,932
45,485,936
46,2070,972
47,468,978
48,448,1018
49,2109,1053
50,430,1058
51,2129,1095
52,406,1103
53,2205,1114
54,2150,1133
55,382,1140
56,2169,1172
57,363,1179
58,2190,1210
59,349,1220
60,2209,1249
61,328,1258
62,2231,1315
63,299,1322
64,2248,1356
65,278,1361
66,2269,1394
67,262,1402
68,2286,1434
69,243,1441
70,221,1500
71,2307,1503
72,2338,1572
73,183,1573
74,2354,1618
75,153,1647
76,2371,1658
77,136,1692
78,2392,1696
79,2440,1724
80,2400,1739
81,118,1741
82,2417,1779
83,103,1795
84,2482,1813
85,2434,1828
86,2445,1885
