,x,y
0,1369,78
1,1175,97
2,1303,97
3,1417,107
4,1221,119
5,1123,122
6,1261,133
7,1471,150
8,1516,175
9,1350,211
10,1576,211
11,1461,232
12,1078,237
13,1620,266
14,934,277
15,1663,298
16,897,309
17,949,334
18,873,359
19,1728,361
20,1117,364
21,831,383
22,1765,409
23,794,415
24,1793,461
25,767,466
26,1814,510
27,742,512
28,701,519
29,1856,542
30,1882,586
31,686,599
32,1708,601
33,1907,631
34,653,643
35,708,651
36,1927,672
37,609,726
38,1973,750
39,584,775
40,567,818
41,2016,825
42,543,861
43,2040,875
44,2128,885
45,517,901
46,568,913
47,498,945
48,2191,949
49,2077,956
50,478,989
51,2101,1001
52,2181,1025
53,457,1028
54,2122,1039
55,439,1068
56,2139,1079
57,419,1109
58,2197,1115
59,2156,1119
60,403,1150
61,2175,1158
62,2303,1181
63,386,1190
64,2207,1222
65,359,1256
66,2227,1263
67,339,1298
68,2244,1303
69,280,1306
70,321,1338
71,2261,1343
72,258,1346
73,306,1379
74,2335,1388
75,2285,1408
76,277,1443
77,377,1461
78,2361,1461
79,2314,1476
80,249,1511
81,2330,1518
82,2354,1554
83,221,1581
84,2373,1593
85,277,1634
86,2384,1635
87,192,1658
88,2405,1673
89,2524,1697
90,174,1705
91,333,1712
92,2419,1714
93,2433,1755
94,143,1806
95,2542,1831
96,129,1847
97,2467,1855
