,x,y
0,893,9
1,1285,130
2,1330,131
3,1146,132
4,1188,132
5,1093,137
6,1238,137
7,1039,158
8,997,174
9,1279,174
10,1431,178
11,1327,191
12,991,218
13,949,220
14,911,257
15,1543,274
16,1586,282
17,859,302
18,820,338
19,1603,349
20,1600,393
21,760,408
22,1693,410
23,725,455
24,1722,456
25,1757,496
26,667,539
27,1773,558
28,634,592
29,1843,615
30,609,635
31,583,680
32,1570,704
33,1892,704
34,567,725
35,539,768
36,1938,781
37,1965,822
38,1989,870
39,478,898
40,2034,941
41,2060,988
42,432,993
43,2071,1031
44,415,1034
45,398,1075
46,380,1115
47,2134,1130
48,2153,1176
49,2176,1213
50,339,1232
51,2187,1255
52,320,1272
53,301,1311
54,2220,1322
55,286,1352
56,2257,1387
57,258,1414
58,2274,1427
59,241,1455
60,2291,1467
61,225,1496
62,2319,1532
63,202,1566
64,2343,1568
65,174,1635
66,2370,1635
67,155,1674
68,144,1716
69,2405,1719
70,37,1734
71,128,1757
72,1826,1762
73,1902,1763
74,2419,1770
75,258,1783
76,1928,1807
77,2441,1826
78,99,1843
79,2433,1888
80,2528,1891
