,x,y
0,1258,62
1,1170,70
2,1212,76
3,1306,91
4,1066,94
5,1348,96
6,1119,97
7,1019,122
8,1261,131
9,1455,133
10,1177,139
11,1317,144
12,974,154
13,1513,167
14,935,180
15,1201,185
16,1305,210
17,1560,213
18,882,234
19,1601,250
20,1219,253
21,847,265
22,1642,277
23,1206,303
24,1670,318
25,785,335
26,1706,357
27,749,377
28,723,425
29,1568,427
30,1768,438
31,692,467
32,1530,468
33,1800,484
34,662,510
35,1823,528
36,636,555
37,1681,562
38,1854,569
39,614,597
40,1875,607
41,590,642
42,1895,646
43,1918,686
44,1943,722
45,544,730
46,590,734
47,1968,765
48,1990,810
49,503,812
50,477,857
51,2033,892
52,1879,896
53,457,900
54,2056,932
55,441,943
56,1994,953
57,1892,985
58,1995,1005
59,2098,1009
60,402,1020
61,2009,1046
62,2112,1050
63,1017,1056
64,382,1064
65,2131,1089
66,363,1104
67,2159,1122
68,2301,1144
69,2178,1161
70,332,1179
71,315,1219
72,2198,1230
73,297,1259
74,2082,1264
75,2221,1267
76,269,1329
77,2249,1339
78,246,1390
79,2279,1407
80,227,1438
81,2298,1446
82,2322,1482
83,202,1500
84,2336,1523
85,145,1527
86,186,1541
87,2365,1593
88,163,1616
89,142,1656
90,2401,1680
91,2311,1734
92,110,1756
93,2434,1781
94,2540,1828
95,2395,1834
96,2494,1835
97,2436,1839
