,x,y
0,1183,120
1,1280,123
2,1380,136
3,1082,141
4,1038,149
5,1229,152
6,1437,156
7,1477,185
8,1173,194
9,1283,199
10,985,200
11,1102,215
12,1381,218
13,1063,227
14,940,228
15,1423,233
16,1528,235
17,990,255
18,1577,275
19,858,302
20,1616,310
21,818,337
22,1653,343
23,868,361
24,787,375
25,758,417
26,1714,423
27,805,428
28,721,460
29,1751,462
30,686,501
31,655,542
32,1803,555
33,1828,600
34,640,601
35,604,632
36,1855,644
37,2008,664
38,577,673
39,1875,684
40,1901,723
41,447,754
42,531,763
43,1918,765
44,450,798
45,1941,804
46,504,806
47,2022,839
48,484,847
49,460,890
50,1982,893
51,438,934
52,2008,935
53,420,975
54,397,1014
55,2045,1017
56,324,1027
57,377,1055
58,2063,1059
59,356,1096
60,2083,1100
61,337,1136
62,2100,1140
63,319,1176
64,2121,1178
65,301,1216
66,2140,1217
67,273,1280
68,2166,1283
69,253,1321
70,178,1322
71,2183,1323
72,233,1360
73,2202,1362
74,372,1365
75,153,1390
76,339,1399
77,202,1428
78,2229,1434
79,185,1468
80,2248,1473
81,158,1532
82,2270,1539
83,416,1556
84,127,1602
85,343,1610
86,2302,1615
87,2250,1658
88,97,1683
89,307,1692
90,2338,1695
91,79,1729
92,2354,1738
93,2458,1742
94,2529,1772
95,60,1782
96,2373,1783
97,2473,1784
98,45,1852
