,x,y
0,1361,122
1,1168,128
2,1253,168
3,1159,171
4,1404,174
5,1348,180
6,1108,183
7,1462,195
8,1060,218
9,1498,224
10,1012,235
11,1414,238
12,1555,270
13,1602,304
14,930,308
15,1642,331
16,886,343
17,1680,353
18,1773,367
19,904,388
20,1992,391
21,1711,407
22,821,414
23,1749,444
24,792,451
25,1779,482
26,762,497
27,1809,531
28,728,542
29,1834,579
30,1864,620
31,676,625
32,1972,650
33,1888,664
34,640,671
35,1905,711
36,623,716
37,1938,739
38,598,761
39,1960,782
40,570,806
41,1979,822
42,1384,844
43,548,850
44,2000,865
45,525,891
46,2023,908
47,2044,951
48,496,965
49,2061,993
50,2141,1014
51,465,1020
52,2083,1033
53,442,1058
54,2098,1074
55,426,1099
56,2119,1114
57,405,1140
58,2140,1152
59,388,1180
60,2252,1183
61,2159,1191
62,371,1220
63,2195,1257
64,2292,1266
65,451,1268
66,347,1281
67,2209,1299
68,2144,1302
69,322,1328
70,2228,1338
71,305,1368
72,2256,1404
73,2277,1442
74,2300,1509
75,235,1541
76,2333,1585
77,209,1601
78,2351,1625
79,175,1686
80,2474,1719
81,2398,1737
82,2414,1778
83,131,1834
