,x,y
0,1324,54
1,1127,71
2,1273,127
3,1130,132
4,1086,133
5,1177,142
6,1221,152
7,1388,164
8,1485,166
9,1078,176
10,981,177
11,1424,202
12,1155,206
13,1116,218
14,932,228
15,1479,241
16,889,261
17,1692,261
18,1527,282
19,1639,289
20,850,301
21,925,301
22,1686,305
23,1569,307
24,1605,346
25,860,360
26,781,368
27,1640,385
28,746,418
29,709,456
30,1708,462
31,761,467
32,682,501
33,730,508
34,1737,510
35,651,544
36,1769,555
37,1943,569
38,618,591
39,1797,598
40,601,638
41,1824,642
42,1984,653
43,1848,680
44,556,715
45,1871,718
46,1788,743
47,528,770
48,1917,795
49,502,817
50,558,817
51,1831,818
52,1941,840
53,2083,847
54,480,862
55,462,904
56,1989,924
57,436,948
58,2013,964
59,418,992
60,2032,1006
61,2052,1047
62,386,1068
63,360,1114
64,2093,1121
65,345,1156
66,2112,1160
67,2135,1197
68,326,1198
69,2158,1234
70,309,1238
71,2175,1274
72,294,1279
73,2194,1313
74,277,1319
75,263,1360
76,2217,1376
77,2241,1413
78,2258,1453
79,223,1457
80,201,1496
81,2288,1521
82,183,1536
83,2311,1558
84,163,1603
85,2338,1627
86,143,1642
87,2359,1674
88,2232,1677
89,126,1682
90,207,1702
91,2382,1711
92,112,1723
93,2397,1752
94,183,1790
95,2414,1801
96,88,1805
97,2433,1853
98,68,1861
