,x,y
0,1093,105
1,1190,111
2,1233,111
3,1283,113
4,1149,116
5,1397,127
6,1438,143
7,998,158
8,1424,184
9,1499,185
10,951,188
11,1241,201
12,911,217
13,1546,227
14,1589,256
15,860,269
16,1501,295
17,1625,296
18,1660,330
19,797,333
20,761,370
21,1684,388
22,1728,407
23,729,410
24,1764,447
25,702,457
26,649,459
27,1793,494
28,672,505
29,1821,535
30,644,550
31,1851,576
32,616,591
33,1874,616
34,1898,656
35,571,677
36,1925,690
37,544,722
38,1942,733
39,526,763
40,1948,787
41,506,810
42,484,853
43,2013,855
44,464,896
45,2040,898
46,2065,938
47,439,940
48,2084,977
49,425,982
50,406,1021
51,2118,1046
52,386,1061
53,2139,1090
54,368,1103
55,2166,1124
56,349,1144
57,2190,1160
58,332,1184
59,2204,1201
60,317,1225
61,239,1259
62,303,1266
63,2246,1294
64,273,1330
65,2265,1338
66,2286,1376
67,242,1399
68,2303,1416
69,228,1440
70,2334,1477
71,210,1480
72,188,1546
73,2367,1549
74,2298,1561
75,168,1585
76,2385,1590
77,2409,1626
78,155,1627
79,139,1668
80,2425,1672
81,2445,1720
82,117,1740
83,2469,1779
84,102,1797
85,87,1856
