,x,y
0,1232,181
1,1184,190
2,1330,192
3,1374,199
4,1132,202
5,1422,206
6,1083,235
7,1471,238
8,1336,257
9,1378,262
10,1166,264
11,1428,279
12,993,293
13,1571,300
14,947,339
15,1622,343
16,1758,343
17,903,372
18,1659,376
19,1724,451
20,806,479
21,1761,491
22,778,528
23,1787,538
24,740,573
25,713,618
26,1849,629
27,682,661
28,1876,670
29,658,704
30,1896,716
31,634,746
32,1922,755
33,1944,797
34,582,833
35,1966,839
36,1989,877
37,558,880
38,2018,920
39,515,960
40,2036,964
41,492,1007
42,473,1050
43,2103,1086
44,450,1089
45,2117,1128
46,2137,1168
47,409,1169
48,2158,1206
49,388,1211
50,2177,1245
51,374,1252
52,2194,1285
53,360,1293
54,240,1303
55,2225,1353
56,321,1357
57,304,1397
58,2249,1427
59,286,1437
60,2270,1465
61,268,1477
62,243,1534
63,2293,1535
64,2310,1582
65,214,1605
66,2334,1618
67,184,1678
68,2362,1682
69,166,1720
70,2379,1722
71,2400,1760
72,151,1761
73,272,1765
74,2411,1802
75,136,1813
76,721,1841
