,x,y
0,1113,205
1,1076,266
2,1080,326
3,1128,326
4,1179,333
5,993,338
6,1238,347
7,938,348
8,891,370
9,1347,395
10,848,397
11,1165,404
12,1401,430
13,769,461
14,1444,463
15,1481,497
16,722,514
17,1524,526
18,1400,550
19,687,551
20,1559,564
21,659,588
22,1593,605
23,605,671
24,1762,674
25,1664,685
26,583,721
27,1700,723
28,1730,765
29,559,771
30,1758,799
31,531,816
32,1781,836
33,513,866
34,1810,872
35,1836,909
36,502,910
37,1863,952
38,474,955
39,1892,992
40,626,996
41,453,1006
42,1921,1032
43,437,1052
44,1941,1075
45,422,1098
46,1969,1108
47,2057,1121
48,1865,1129
49,1992,1146
50,337,1171
51,2023,1184
52,387,1186
53,2042,1223
54,371,1232
55,359,1279
56,2082,1289
57,348,1323
58,2127,1360
59,326,1363
60,2153,1395
61,316,1406
62,321,1454
63,2189,1459
64,284,1522
65,2226,1527
66,2193,1587
67,2261,1597
68,2290,1630
69,2345,1630
70,2245,1658
71,2313,1667
72,2336,1704
73,2399,1721
74,2355,1743
75,156,1770
76,2374,1782
77,207,1790
78,2505,1820
79,197,1839
80,2414,1872
81,2533,1888
