,x,y
0,1235,123
1,1280,130
2,1137,131
3,1325,132
4,1190,135
5,1091,148
6,1384,161
7,1040,162
8,997,181
9,1424,182
10,1285,187
11,952,213
12,1482,213
13,988,235
14,1532,261
15,1572,288
16,863,292
17,825,329
18,1641,357
19,1686,397
20,760,402
21,809,408
22,1714,441
23,732,445
24,698,486
25,1745,486
26,1777,530
27,1809,569
28,641,573
29,1833,611
30,619,620
31,598,669
32,1878,687
33,553,749
34,536,800
35,1949,808
36,508,842
37,1969,857
38,471,928
39,2008,938
40,2059,1011
41,1385,1042
42,2102,1081
43,1203,1111
44,2110,1127
45,386,1128
46,360,1174
47,2154,1191
48,340,1222
49,2173,1232
50,2196,1269
51,2210,1310
52,294,1322
53,285,1368
54,2240,1377
55,270,1409
56,2268,1443
57,246,1469
58,2290,1483
59,2309,1522
60,221,1537
61,2328,1561
62,197,1607
63,2356,1627
64,179,1656
65,161,1696
66,2396,1705
67,1692,1712
68,147,1737
69,133,1779
70,2431,1813
71,202,1819
72,126,1825
73,822,1841
74,671,1858
75,2363,1858
76,813,1886
