,x,y
0,1235,78
1,1324,82
2,1277,86
3,1135,92
4,967,94
5,1423,96
6,1089,114
7,1479,120
8,1520,148
9,1291,150
10,1250,154
11,1576,183
12,1418,226
13,1623,230
14,1665,262
15,916,269
16,1701,297
17,881,308
18,1595,330
19,1736,334
20,847,351
21,1769,373
22,815,385
23,1804,413
24,787,426
25,1831,456
26,757,479
27,1862,502
28,723,516
29,1898,547
30,1252,549
31,1919,585
32,1971,600
33,672,602
34,651,645
35,626,690
36,1983,699
37,604,736
38,2008,739
39,582,777
40,557,820
41,2051,825
42,537,863
43,2078,868
44,2098,910
45,502,943
46,2119,948
47,478,986
48,2164,1024
49,460,1026
50,2181,1064
51,439,1067
52,2202,1102
53,418,1106
54,2223,1140
55,403,1147
56,2244,1178
57,389,1188
58,2261,1218
59,357,1254
60,2282,1280
61,2305,1317
62,325,1325
63,2322,1357
64,306,1364
65,2446,1391
66,2336,1398
67,289,1404
68,273,1445
69,2363,1460
70,2476,1485
71,2399,1531
72,2482,1537
73,2420,1569
74,220,1578
75,2439,1608
76,2456,1648
77,281,1654
78,185,1655
79,2466,1691
80,173,1699
81,2484,1741
82,150,1755
83,2503,1797
84,130,1819
