,x,y
0,1584,53
1,1187,162
2,1235,166
3,1095,167
4,1334,168
5,1141,169
6,1381,173
7,1439,195
8,1046,205
9,1475,224
10,1333,226
11,1132,231
12,998,238
13,1083,246
14,1531,257
15,1585,304
16,911,314
17,1623,330
18,867,347
19,832,380
20,1694,404
21,801,420
22,1731,436
23,769,459
24,1761,484
25,742,501
26,1791,531
27,707,550
28,1823,573
29,787,597
30,1845,616
31,658,639
32,1876,654
33,626,679
34,604,723
35,1920,733
36,580,770
37,1947,776
38,555,813
39,1970,813
40,1919,841
41,704,853
42,533,857
43,1990,858
44,512,900
45,2017,900
46,563,908
47,491,941
48,2039,941
49,2058,982
50,468,986
51,547,994
52,2083,1019
53,447,1027
54,2099,1062
55,428,1066
56,2125,1098
57,409,1109
58,2144,1137
59,389,1150
60,2165,1175
61,369,1189
62,436,1189
63,493,1227
64,352,1229
65,2191,1245
66,2215,1281
67,329,1296
68,618,1310
69,2229,1322
70,309,1335
71,2250,1360
72,288,1375
73,2261,1402
74,272,1416
75,2221,1480
76,245,1483
77,2302,1495
78,2326,1531
79,219,1549
80,2345,1570
81,2364,1609
82,189,1619
83,2378,1650
84,2395,1690
85,159,1697
86,2409,1731
87,145,1741
88,262,1761
89,2436,1765
90,128,1789
91,114,1837
92,2457,1874
