,x,y
0,1183,61
1,1370,62
2,1274,63
3,1129,79
4,1415,98
5,1081,104
6,1473,108
7,1313,116
8,1516,126
9,1032,131
10,1584,169
11,1802,203
12,941,208
13,1622,214
14,901,240
15,1663,244
16,868,277
17,1697,288
18,833,312
19,1729,324
20,1762,364
21,771,393
22,1794,410
23,735,442
24,1825,451
25,1851,494
26,680,521
27,1878,540
28,608,553
29,2054,563
30,653,570
31,1902,583
32,629,612
33,599,655
34,1948,662
35,576,699
36,1970,702
37,2035,729
38,485,742
39,1994,742
40,556,744
41,2026,783
42,531,785
43,2041,829
44,486,866
45,2052,876
46,467,910
47,2072,916
48,445,950
49,425,989
50,2112,992
51,405,1029
52,2132,1035
53,387,1069
54,2156,1071
55,368,1108
56,2175,1110
57,2198,1147
58,332,1176
59,2219,1185
60,319,1218
61,2317,1222
62,2236,1250
63,297,1256
64,2255,1289
65,266,1323
66,2274,1328
67,319,1330
68,245,1361
69,2293,1367
70,220,1424
71,2315,1433
72,2429,1475
73,190,1495
74,2344,1502
75,2362,1543
76,157,1567
77,2381,1582
78,139,1613
79,2402,1620
80,125,1659
81,2416,1661
82,2428,1703
83,2447,1753
84,221,1828
