,x,y
0,1224,107
1,1496,117
2,1429,125
3,1372,126
4,1268,130
5,1538,138
6,1071,139
7,1023,158
8,1125,222
9,1570,256
10,897,269
11,920,397
12,1787,475
13,1830,560
14,1890,647
15,592,678
16,1911,685
17,572,723
18,1940,723
19,664,745
20,1961,762
21,1974,808
22,525,810
23,2001,848
24,481,897
25,2019,897
26,2042,934
27,460,940
28,442,982
29,2082,1009
30,421,1020
31,2108,1056
32,400,1059
33,369,1136
34,353,1179
35,2183,1195
36,333,1218
37,2286,1235
38,2136,1244
39,311,1256
40,2211,1263
41,2229,1303
42,282,1323
43,2252,1340
44,2271,1379
45,2345,1417
46,236,1433
47,2294,1445
48,221,1474
49,2328,1512
50,194,1537
51,175,1577
52,2360,1589
53,158,1617
54,2380,1628
55,142,1658
56,2398,1668
57,131,1700
58,2418,1709
59,111,1739
60,2438,1756
61,101,1782
62,2455,1823
63,86,1851
64,2514,1860
