,x,y
0,1436,212
1,1144,216
2,1196,219
3,1290,219
4,1389,219
5,1101,249
6,1488,254
7,1313,271
8,1185,276
9,1049,277
10,1403,277
11,1530,283
12,1145,284
13,965,352
14,1633,365
15,914,384
16,1668,399
17,891,421
18,1763,425
19,1706,432
20,854,454
21,1845,470
22,1729,475
23,1782,513
24,790,531
25,1802,555
26,756,583
27,1907,591
28,1823,608
29,1861,658
30,699,664
31,1885,694
32,676,708
33,1900,737
34,653,748
35,622,793
36,1944,817
37,606,836
38,1858,842
39,582,877
40,1989,895
41,2011,939
42,531,957
43,2094,978
44,2028,987
45,507,1007
46,1970,1011
47,447,1051
48,2061,1071
49,398,1088
50,2092,1110
51,1911,1133
52,1959,1135
53,1686,1138
54,1808,1139
55,1855,1140
56,2106,1151
57,316,1193
58,406,1198
59,2140,1219
60,2149,1264
61,2175,1299
62,358,1305
63,2194,1338
64,329,1353
65,238,1373
66,2220,1408
67,308,1424
68,2239,1447
69,281,1458
70,2250,1489
71,256,1521
72,2269,1528
73,2410,1550
74,237,1560
75,2288,1593
76,222,1601
77,2395,1607
78,2439,1629
79,205,1641
80,2318,1659
81,180,1700
82,2336,1700
83,158,1742
84,2350,1743
85,141,1785
86,124,1831
87,2463,1843
88,2503,1852
89,2543,1863
90,1019,1881
91,264,1886
92,2411,1887
93,215,1889
