,x,y
0,1202,110
1,1105,115
2,1294,115
3,1151,120
4,1350,139
5,1004,147
6,1398,163
7,960,173
8,1449,192
9,911,203
10,873,237
11,1542,263
12,1584,301
13,790,321
14,1614,340
15,758,357
16,1658,375
17,730,395
18,1688,421
19,699,436
20,1719,464
21,675,478
22,1755,507
23,640,527
24,1783,550
25,613,574
26,1805,592
27,1834,631
28,1985,697
29,545,708
30,1907,750
31,523,753
32,1923,796
33,505,797
34,1944,839
35,479,848
36,1971,879
37,439,928
38,1994,929
39,2023,961
40,2073,1062
41,2089,1111
42,356,1131
43,305,1135
44,2124,1137
45,334,1181
46,2140,1183
47,2159,1222
48,299,1275
49,2191,1288
50,275,1329
51,2220,1367
52,261,1370
53,343,1397
54,244,1410
55,2253,1438
56,228,1451
57,708,1456
58,203,1519
59,2308,1538
60,191,1561
61,2200,1574
62,113,1605
63,167,1624
64,147,1663
65,97,1683
66,2379,1696
67,79,1735
68,123,1742
69,2397,1747
70,2227,1756
71,2495,1813
72,2415,1820
73,2217,1821
74,2371,1821
75,356,1822
76,2326,1826
77,2257,1828
78,1795,1854
79,718,1868
80,627,1870
81,2510,1873
82,2448,1879
83,2402,1880
84,2185,1882
85,2226,1884
86,2303,1884
87,2110,1885
