,x,y
0,1314,273
1,1227,274
2,1174,276
3,1268,280
4,1365,281
5,1123,291
6,1413,296
7,1071,313
8,1470,320
9,1518,339
10,988,361
11,1569,381
12,935,408
13,1615,426
14,895,439
15,860,470
16,1684,500
17,826,502
18,1715,539
19,791,545
20,1749,581
21,761,590
22,1779,625
23,1807,670
24,696,676
25,1833,717
26,665,719
27,642,762
28,1855,763
29,1945,801
30,614,806
31,1828,839
32,1901,843
33,586,849
34,1922,884
35,563,891
36,1953,926
37,540,934
38,1967,967
39,512,975
40,1984,1010
41,496,1017
42,2001,1057
43,469,1060
44,2022,1101
45,452,1102
46,431,1140
47,2042,1143
48,408,1180
49,2061,1184
50,385,1221
51,2079,1226
52,364,1259
53,2094,1268
54,2115,1306
55,332,1332
56,312,1371
57,2146,1378
58,291,1410
59,2165,1420
60,270,1448
61,2184,1459
62,255,1489
63,2201,1499
64,222,1550
65,2221,1567
66,203,1589
67,187,1630
68,2249,1641
69,2270,1679
70,159,1690
71,142,1731
72,124,1771
73,282,1779
74,322,1786
75,111,1813
76,417,1813
77,2320,1827
78,93,1853
