,x,y
0,1293,119
1,1151,120
2,1201,122
3,1340,122
4,1100,139
5,1390,140
6,1240,141
7,1146,164
8,1331,165
9,1447,175
10,1048,179
11,1255,193
12,1181,195
13,1296,198
14,1006,200
15,1487,204
16,960,241
17,1540,244
18,917,281
19,1629,316
20,870,318
21,836,351
22,1660,354
23,805,389
24,1699,392
25,774,429
26,1734,431
27,1764,476
28,713,500
29,1792,518
30,679,563
31,1821,564
32,655,607
33,1874,649
34,1897,691
35,601,694
36,1921,729
37,577,737
38,1943,770
39,548,781
40,1962,809
41,533,827
42,1987,850
43,509,868
44,2009,896
45,486,910
46,2026,940
47,466,952
48,2047,980
49,2142,1002
50,2067,1021
51,428,1036
52,2102,1101
53,365,1114
54,2203,1150
55,2139,1173
56,2219,1195
57,2160,1213
58,339,1229
59,2184,1249
60,321,1269
61,2201,1289
62,299,1307
63,2219,1355
64,278,1367
65,2236,1401
66,2260,1437
67,2366,1440
68,2181,1470
69,224,1489
70,2285,1507
71,199,1552
72,2316,1575
73,183,1593
74,2333,1615
75,2409,1640
76,155,1668
77,2361,1685
78,138,1711
79,120,1757
80,2401,1772
81,702,1800
82,104,1804
83,2418,1828
84,191,1851
85,92,1863
86,2425,1872
