,x,y
0,1309,152
1,1211,156
2,1399,167
3,1110,171
4,1067,192
5,1455,193
6,1496,218
7,1016,226
8,977,256
9,1554,257
10,1604,293
11,1642,327
12,888,328
13,1722,329
14,1674,366
15,851,369
16,814,408
17,1745,444
18,783,445
19,757,489
20,722,536
21,770,539
22,1813,541
23,1834,579
24,697,582
25,1862,618
26,704,626
27,641,665
28,1890,666
29,1913,703
30,619,709
31,659,717
32,590,754
33,1953,781
34,568,800
35,1970,829
36,547,839
37,522,882
38,2023,910
39,499,928
40,2063,995
41,2160,1021
42,1958,1031
43,2082,1034
44,443,1051
45,2248,1063
46,2012,1075
47,2098,1076
48,423,1092
49,400,1134
50,2138,1146
51,379,1173
52,2152,1189
53,363,1214
54,2180,1222
55,349,1255
56,2211,1296
57,318,1313
58,2228,1336
59,2245,1376
60,286,1396
61,385,1416
62,2256,1418
63,257,1466
64,418,1482
65,2281,1482
66,238,1505
67,2313,1550
68,2384,1582
69,195,1607
70,322,1621
71,2346,1624
72,172,1645
73,2362,1666
74,2381,1705
75,151,1719
76,2398,1745
77,133,1767
78,2477,1815
79,115,1820
80,2433,1835
81,93,1880
82,2482,1887
