,x,y
0,1409,183
1,1309,186
2,1217,188
3,1164,195
4,1113,208
5,1464,220
6,1072,234
7,1018,245
8,1555,285
9,983,295
10,1608,330
11,940,342
12,1649,357
13,903,365
14,1677,395
15,863,404
16,812,465
17,1745,470
18,1779,515
19,769,525
20,739,576
21,1838,600
22,712,620
23,1868,645
24,687,664
25,1892,687
26,651,702
27,1916,727
28,634,746
29,1938,774
30,1968,805
31,587,837
32,1987,844
33,566,881
34,543,923
35,2030,928
36,526,969
37,2052,973
38,504,1010
39,2093,1050
40,482,1052
41,1722,1053
42,2120,1091
43,463,1092
44,2137,1132
45,2158,1170
46,431,1172
47,2181,1207
48,408,1213
49,2200,1246
50,393,1254
51,371,1292
52,2235,1310
53,2246,1352
54,344,1359
55,2267,1390
56,2295,1458
57,1278,1459
58,2316,1496
59,280,1503
60,257,1540
61,2340,1562
62,2357,1602
63,234,1605
64,2380,1639
65,211,1674
66,2394,1680
67,2299,1684
68,2425,1750
69,179,1755
70,2442,1795
71,161,1806
72,2459,1835
73,145,1852
74,2521,1862
