,x,y
0,1319,200
1,1123,202
2,1174,202
3,1273,217
4,1373,217
5,1221,222
6,1435,237
7,1031,245
8,1468,291
9,1333,292
10,988,303
11,1427,322
12,1520,328
13,1197,347
14,904,362
15,1574,369
16,1170,381
17,1613,399
18,860,403
19,793,470
20,1680,476
21,1711,517
22,1767,596
23,687,600
24,1795,648
25,648,680
26,1826,691
27,1852,732
28,1898,803
29,571,815
30,655,847
31,1923,854
32,545,862
33,521,907
34,1963,924
35,497,949
36,477,989
37,452,1034
38,2020,1051
39,435,1075
40,413,1114
41,397,1155
42,374,1197
43,2094,1224
44,354,1236
45,2115,1263
46,336,1276
47,2149,1327
48,306,1340
49,2164,1373
50,363,1377
51,284,1381
52,406,1381
53,268,1422
54,2228,1516
55,223,1520
56,335,1530
57,2253,1585
58,188,1595
59,2272,1624
60,156,1660
61,2289,1664
62,2308,1703
63,134,1739
64,2333,1774
65,113,1781
66,2350,1815
67,101,1823
68,2365,1857
69,83,1875
