,x,y
0,1059,88
1,1267,118
2,1217,127
3,1167,129
4,1120,134
5,1072,152
6,1429,153
7,1568,173
8,1461,182
9,1026,189
10,972,205
11,1514,215
12,937,239
13,885,286
14,1605,295
15,1712,314
16,848,317
17,1642,324
18,816,350
19,1794,362
20,1673,365
21,790,392
22,1708,405
23,748,428
24,1741,446
25,1770,490
26,1864,493
27,695,521
28,798,527
29,1798,537
30,659,564
31,646,610
32,1852,621
33,1876,659
34,590,694
35,1899,699
36,1925,737
37,567,739
38,2004,761
39,1944,777
40,544,783
41,1966,819
42,1989,863
43,503,868
44,2068,877
45,2015,905
46,478,912
47,2099,921
48,2033,948
49,455,955
50,2056,988
51,435,997
52,415,1037
53,2096,1068
54,396,1077
55,378,1118
56,2130,1140
57,2150,1179
58,345,1193
59,2171,1217
60,327,1233
61,2194,1254
62,308,1272
63,293,1313
64,229,1321
65,2219,1323
66,265,1381
67,2246,1393
68,243,1419
69,2267,1434
70,2286,1473
71,215,1487
72,201,1528
73,2315,1535
74,2334,1574
75,175,1596
76,159,1637
77,2364,1646
78,2383,1692
79,201,1707
80,241,1718
81,2403,1732
82,276,1745
83,2515,1775
84,2418,1783
85,99,1815
86,2442,1842
87,182,1853
