,x,y
0,1026,56
1,1358,146
2,1401,147
3,1261,149
4,1206,151
5,1305,155
6,1454,165
7,1167,170
8,1663,183
9,1249,205
10,1365,208
11,1414,215
12,1196,216
13,1550,216
14,1068,221
15,1025,252
16,1607,258
17,1657,293
18,977,297
19,937,323
20,1689,329
21,1726,366
22,875,393
23,1757,406
24,838,434
25,1793,447
26,806,477
27,1821,489
28,833,520
29,773,523
30,1852,532
31,741,565
32,1878,579
33,713,610
34,1905,621
35,686,651
36,1927,667
37,669,699
38,1960,706
39,638,741
40,1977,747
41,611,784
42,1998,788
43,2015,828
44,567,866
45,1470,870
46,2035,871
47,544,908
48,2056,919
49,527,952
50,2091,990
51,502,993
52,2115,1043
53,464,1068
54,2131,1085
55,439,1114
56,2148,1126
57,407,1185
58,2180,1187
59,386,1224
60,2199,1238
61,367,1263
62,2220,1276
63,349,1303
64,463,1306
65,2234,1317
66,333,1344
67,2259,1384
68,290,1437
69,2286,1452
70,268,1477
71,253,1518
72,304,1560
73,229,1579
74,208,1617
75,2359,1640
76,192,1658
77,175,1698
78,2386,1711
79,146,1790
80,2420,1798
81,2430,1844
