,x,y
0,1290,86
1,1193,99
2,1337,100
3,1238,102
4,1093,104
5,1380,120
6,1486,154
7,1259,156
8,1337,161
9,1003,167
10,1537,190
11,961,203
12,1588,233
13,914,245
14,1632,266
15,871,285
16,1670,303
17,1695,342
18,810,360
19,1666,389
20,775,398
21,747,442
22,1796,464
23,711,488
24,1828,518
25,682,532
26,1855,552
27,663,578
28,1878,594
29,717,610
30,643,622
31,1902,637
32,1928,674
33,598,717
34,575,755
35,2009,842
36,510,878
37,2048,922
38,487,928
39,2092,1008
40,421,1077
41,2141,1109
42,393,1127
43,2182,1143
44,2191,1191
45,355,1211
46,2205,1232
47,326,1272
48,2239,1302
49,2265,1367
50,273,1418
51,2324,1478
52,2349,1548
53,2378,1617
54,192,1640
55,1430,1680
56,179,1682
57,2409,1701
58,213,1750
59,2428,1769
60,152,1774
61,1906,1842
62,2386,1842
63,138,1845
64,88,1855
65,671,1868
