,x,y
0,1279,16
1,1359,56
2,1276,88
3,1231,89
4,1179,92
5,1137,99
6,1082,107
7,1030,111
8,1582,119
9,1381,123
10,1438,141
11,978,153
12,1207,164
13,1153,167
14,1248,169
15,1081,178
16,1479,187
17,904,209
18,1535,231
19,1753,252
20,856,255
21,1607,299
22,1797,303
23,779,333
24,1644,340
25,741,369
26,1688,374
27,1858,375
28,717,411
29,1714,423
30,687,453
31,1743,466
32,653,494
33,1889,496
34,1776,512
35,629,546
36,1803,556
37,1902,561
38,601,591
39,1852,629
40,560,676
41,1882,679
42,1745,721
43,537,727
44,1923,757
45,521,775
46,635,789
47,1948,795
48,496,820
49,1964,842
50,466,871
51,1989,886
52,2016,926
53,2040,967
54,432,975
55,554,985
56,2116,987
57,2061,1005
58,382,1066
59,2090,1070
60,2213,1106
61,2118,1111
62,457,1122
63,2137,1151
64,343,1152
65,2160,1188
66,323,1199
67,2179,1227
68,302,1244
69,2196,1267
70,287,1286
71,2301,1328
72,2218,1331
73,264,1340
74,353,1371
75,2236,1372
76,241,1391
77,2257,1410
78,146,1450
79,2274,1450
80,219,1455
81,2302,1515
82,189,1527
83,2375,1528
84,2331,1586
85,160,1597
86,2348,1627
87,146,1639
88,2517,1656
89,2450,1658
90,2371,1668
91,132,1680
92,2326,1703
93,2535,1703
94,2401,1752
95,110,1756
96,720,1769
97,2363,1799
98,2543,1808
99,91,1811
100,1721,1816
101,2415,1823
102,1826,1827
103,1778,1830
104,800,1836
105,396,1842
106,2516,1842
107,901,1851
108,1941,1851
109,1729,1859
110,1794,1879
111,278,1889
