,x,y
0,1364,79
1,1499,95
2,1297,141
3,1197,143
4,1247,145
5,1341,146
6,1149,150
7,1391,150
8,1093,171
9,1443,179
10,1485,201
11,1009,210
12,1327,223
13,1537,232
14,969,248
15,1593,276
16,917,291
17,1730,298
18,1629,308
19,875,329
20,1663,346
21,849,365
22,1697,382
23,817,401
24,1734,425
25,791,442
26,1768,467
27,1796,511
28,725,528
29,1830,557
30,699,578
31,1883,635
32,652,662
33,1903,676
34,627,705
35,1927,717
36,601,752
37,591,798
38,1976,799
39,568,839
40,1997,839
41,2015,883
42,521,917
43,2042,930
44,2053,972
45,2095,1011
46,17,1069
47,2135,1108
48,432,1122
49,2268,1136
50,2153,1150
51,2184,1188
52,392,1209
53,2203,1227
54,371,1261
55,2224,1265
56,350,1315
57,2250,1329
58,2263,1371
59,318,1384
60,2381,1409
61,2282,1410
62,300,1428
63,2301,1449
64,284,1469
65,2328,1513
66,259,1532
67,2347,1552
68,240,1571
69,898,1578
70,2368,1590
71,228,1613
72,2390,1655
73,204,1678
74,2411,1701
75,189,1720
76,2432,1739
77,2447,1788
78,1872,1810
79,160,1815
80,2365,1831
81,440,1839
82,2464,1859
83,1591,1874
84,2419,1876
85,843,1878
86,144,1881
87,2301,1891
