,x,y
0,1460,0
1,1298,30
2,1207,31
3,1349,35
4,1250,36
5,1159,37
6,1457,67
7,1059,80
8,1503,88
9,1015,93
10,1549,128
11,966,133
12,1605,171
13,917,182
14,1647,202
15,1677,241
16,851,244
17,1714,282
18,810,283
19,773,317
20,1778,364
21,746,371
22,1806,409
23,713,413
24,1834,457
25,683,461
26,1862,497
27,660,503
28,1892,540
29,1911,581
30,620,586
31,1926,622
32,584,636
33,564,681
34,1889,682
35,1976,696
36,539,723
37,1999,746
38,1380,759
39,515,765
40,493,808
41,2040,836
42,472,852
43,2064,875
44,2155,879
45,2080,917
46,437,931
47,2103,956
48,417,975
49,395,1016
50,2135,1032
51,373,1055
52,2157,1070
53,2222,1073
54,354,1094
55,2180,1107
56,342,1136
57,2201,1145
58,322,1175
59,2212,1187
60,308,1216
61,2302,1252
62,287,1254
63,2256,1289
64,260,1312
65,2273,1329
66,240,1351
67,2349,1352
68,2290,1369
69,226,1392
70,2312,1439
71,202,1459
72,2336,1475
73,178,1495
74,2357,1513
75,165,1537
76,2371,1554
77,150,1578
78,2465,1619
79,2396,1630
80,2417,1678
81,2432,1730
82,2447,1785
