,x,y
0,1202,104
1,1243,107
2,1146,109
3,1341,110
4,1386,122
5,1086,133
6,1437,149
7,1048,156
8,1486,170
9,1001,182
10,962,213
11,1587,251
12,911,261
13,1631,283
14,871,293
15,1666,321
16,842,327
17,1700,355
18,806,361
19,1764,438
20,748,444
21,814,473
22,716,491
23,769,504
24,688,537
25,1851,569
26,659,577
27,1877,609
28,633,618
29,1898,650
30,607,663
31,580,708
32,1944,726
33,1965,765
34,541,792
35,1965,823
36,516,837
37,2009,853
38,494,880
39,2086,911
40,471,922
41,2032,951
42,454,964
43,435,1003
44,2094,1012
45,414,1043
46,2124,1097
47,378,1122
48,2150,1132
49,360,1162
50,2169,1171
51,344,1203
52,2192,1208
53,321,1240
54,2211,1275
55,2154,1298
56,294,1303
57,2232,1313
58,278,1344
59,2249,1353
60,259,1383
61,2275,1419
62,248,1425
63,2296,1457
64,220,1489
65,163,1514
66,2324,1529
67,191,1558
68,2400,1571
69,237,1586
70,171,1597
71,2352,1604
72,155,1638
73,2385,1681
74,146,1682
75,126,1721
76,2400,1725
77,2442,1728
78,114,1775
79,2458,1778
80,2429,1826
81,97,1833
82,2485,1837
