,x,y
0,2052,50
1,1358,123
2,1254,153
3,1297,160
4,1349,166
5,1482,171
6,1153,174
7,1110,202
8,1540,223
9,1056,230
10,1600,260
11,1016,262
12,1650,314
13,1688,332
14,933,334
15,901,371
16,1740,387
17,870,408
18,837,447
19,1791,448
20,1815,486
21,807,493
22,770,538
23,743,580
24,1879,580
25,1930,661
26,699,663
27,665,709
28,640,756
29,2001,776
30,615,801
31,2021,821
32,591,843
33,572,885
34,1327,897
35,2068,906
36,548,927
37,2088,950
38,2103,996
39,1387,1001
40,513,1009
41,2129,1031
42,488,1050
43,468,1090
44,2162,1114
45,448,1133
46,2183,1152
47,429,1172
48,2207,1188
49,414,1213
50,393,1251
51,2252,1294
52,366,1313
53,2280,1366
54,336,1389
55,2296,1411
56,300,1462
57,2329,1478
58,281,1501
59,269,1543
60,242,1603
61,2387,1618
62,223,1642
63,195,1719
64,178,1770
65,162,1818
66,148,1873
