,x,y
0,1080,129
1,1320,136
2,1227,140
3,1177,150
4,1364,151
5,1269,155
6,1472,179
7,1605,184
8,1078,192
9,1404,192
10,1510,207
11,1035,227
12,1566,244
13,1476,249
14,993,262
15,1617,290
16,1725,295
17,949,305
18,992,309
19,1657,311
20,1518,323
21,1689,351
22,882,360
23,1723,391
24,845,407
25,744,441
26,816,444
27,1791,469
28,871,478
29,784,497
30,1823,520
31,755,537
32,1871,545
33,728,582
34,1875,606
35,702,627
36,1910,643
37,1932,689
38,810,694
39,657,709
40,1951,730
41,633,760
42,738,765
43,673,791
44,1995,802
45,587,847
46,2019,849
47,565,892
48,2064,929
49,542,934
50,642,947
51,2085,976
52,527,980
53,2112,1010
54,2124,1055
55,485,1056
56,467,1101
57,2159,1125
58,446,1142
59,2179,1165
60,427,1182
61,2196,1209
62,412,1223
63,2223,1243
64,398,1264
65,2237,1284
66,369,1329
67,2266,1347
68,351,1369
69,2280,1388
70,335,1410
71,2301,1426
72,311,1475
73,2327,1492
74,290,1513
75,2350,1529
76,2421,1536
77,279,1555
78,2367,1569
79,255,1616
80,2389,1632
81,235,1655
82,2490,1657
83,2410,1674
84,221,1697
85,2427,1714
86,2489,1723
87,2442,1756
88,193,1782
89,2522,1786
90,2458,1802
91,295,1807
92,176,1826
93,621,1844
94,2476,1858
95,2526,1859
96,521,1867
97,415,1878
98,374,1880
