,x,y
0,1496,89
1,1365,111
2,1174,113
3,1269,122
4,1214,131
5,1072,137
6,1554,147
7,1613,148
8,1419,153
9,1028,160
10,1562,192
11,1373,197
12,977,198
13,1686,199
14,1420,219
15,1511,222
16,932,230
17,882,276
18,1597,291
19,848,304
20,1635,327
21,814,338
22,1671,367
23,782,380
24,1709,397
25,753,419
26,1734,453
27,1766,504
28,689,505
29,1794,543
30,1876,549
31,656,550
32,627,595
33,1845,628
34,1937,630
35,600,637
36,1975,649
37,1870,669
38,578,679
39,1889,711
40,555,727
41,1915,750
42,527,770
43,1932,795
44,509,814
45,1810,825
46,1915,836
47,1956,838
48,1865,840
49,483,856
50,1775,870
51,582,874
52,1981,876
53,1843,886
54,460,899
55,1915,899
56,2021,962
57,418,982
58,2045,1006
59,399,1023
60,385,1064
61,2082,1080
62,2214,1095
63,357,1106
64,2103,1118
65,457,1123
66,2122,1157
67,2215,1175
68,322,1181
69,2141,1196
70,312,1224
71,2155,1237
72,291,1262
73,2179,1273
74,223,1277
75,267,1298
76,344,1304
77,212,1340
78,2201,1340
79,2220,1379
80,226,1400
81,2239,1418
82,197,1469
83,259,1474
84,2259,1491
85,2419,1506
86,180,1510
87,2287,1524
88,260,1535
89,160,1549
90,2312,1589
91,149,1591
92,2416,1602
93,2234,1617
94,216,1640
95,257,1642
96,309,1652
97,122,1655
98,2345,1665
99,104,1696
100,2359,1710
101,87,1739
102,243,1739
103,1418,1743
104,2382,1749
105,73,1786
106,2263,1795
107,2403,1797
108,2483,1823
109,2531,1828
110,53,1850
111,2421,1857
112,894,1861
113,1960,1861
