,x,y,w,h,score,match
65,168,1798,30,30,0.7716898,12_20_2022 LG 282 copy.jpg
64,190,1739,30,30,0.8500754,12_20_2022 LG 282 copy.jpg
47,207,1689,30,30,0.8682689,03_18_2023 LG 282 copy.jpg
30,221,1879,30,30,0.761523,middle round.jpg
63,239,1614,30,30,0.8283778,12_20_2022 LG 282 copy.jpg
9,288,1563,30,30,0.85515743,left_back_bent.jpg
13,291,1502,30,30,0.84743315,top_left.jpg
10,309,1721,30,30,0.82350624,left_back_bent.jpg
61,317,1429,30,30,0.7896259,small_round.jpg
12,350,1365,30,30,0.8465981,top_left.jpg
59,382,1285,30,30,0.80980766,small_round.jpg
11,416,1221,30,30,0.8717093,top_left.jpg
62,447,1176,30,30,0.7996724,left_angled.jpg
6,516,1066,30,30,0.7836957,left_back_bent.jpg
5,529,1025,30,30,0.8197569,left_back_bent.jpg
4,540,984,30,30,0.8417088,left_back_bent.jpg
3,632,882,30,30,0.8151577,left_back_bent.jpg
2,689,766,30,30,0.7506814,left_back_bent.jpg
1,726,642,30,30,0.7659815,left_back_bent.jpg
29,943,311,30,30,0.75892156,middle round.jpg
27,1150,212,30,30,0.8491928,middle round.jpg
16,1275,580,30,30,0.76528305,round_light.jpg
24,1281,187,30,30,0.8525787,middle round.jpg
21,1301,133,30,30,0.8288439,middle round.jpg
25,1355,187,30,30,0.8411686,middle round.jpg
28,1452,265,30,30,0.8506033,middle round.jpg
26,1454,201,30,30,0.7935505,middle round.jpg
22,1493,167,30,30,0.7600506,middle round.jpg
23,1538,185,30,30,0.7708176,middle round.jpg
15,1624,363,30,30,0.7930503,round_light.jpg
14,1688,360,30,30,0.7502978,round_light.jpg
51,1758,366,30,30,0.8251012,small_round.jpg
52,1792,405,30,30,0.8257554,small_round.jpg
31,1823,445,30,30,0.84084475,03_18_2023 LG 282 copy.jpg
53,1856,488,30,30,0.82936454,small_round.jpg
0,1902,540,30,30,0.7559361,left_back_bent.jpg
17,1920,580,30,30,0.82448626,round_light.jpg
32,1937,616,30,30,0.7846453,03_18_2023 LG 282 copy.jpg
19,1987,685,30,30,0.81559086,round_light.jpg
18,1994,633,30,30,0.7574589,round_light.jpg
54,2008,731,30,30,0.8100682,small_round.jpg
55,2029,771,30,30,0.83114994,small_round.jpg
56,2079,857,30,30,0.82370394,small_round.jpg
57,2101,899,30,30,0.79622287,small_round.jpg
58,2122,940,30,30,0.8253606,small_round.jpg
33,2141,979,30,30,0.8718198,03_18_2023 LG 282 copy.jpg
34,2183,1059,30,30,0.9233944,03_18_2023 LG 282 copy.jpg
35,2200,1095,30,30,0.88464713,03_18_2023 LG 282 copy.jpg
36,2217,1131,30,30,0.89484334,03_18_2023 LG 282 copy.jpg
37,2239,1166,30,30,0.9163312,03_18_2023 LG 282 copy.jpg
38,2258,1204,30,30,0.9230338,03_18_2023 LG 282 copy.jpg
39,2275,1240,30,30,0.9229074,03_18_2023 LG 282 copy.jpg
40,2306,1312,30,30,0.9208076,03_18_2023 LG 282 copy.jpg
41,2325,1347,30,30,0.9002717,03_18_2023 LG 282 copy.jpg
60,2343,1383,30,30,0.76161397,small_round.jpg
42,2371,1454,30,30,0.93757373,03_18_2023 LG 282 copy.jpg
43,2385,1490,30,30,0.93038785,03_18_2023 LG 282 copy.jpg
44,2439,1599,30,30,0.9593796,03_18_2023 LG 282 copy.jpg
45,2455,1639,30,30,0.9350112,03_18_2023 LG 282 copy.jpg
46,2472,1680,30,30,0.9523079,03_18_2023 LG 282 copy.jpg
7,2488,1434,30,30,0.8249773,left_back_bent.jpg
48,2489,1724,30,30,0.9632494,03_18_2023 LG 282 copy.jpg
20,2507,1570,30,30,0.7513614,round_light.jpg
49,2508,1774,30,30,0.9368181,03_18_2023 LG 282 copy.jpg
8,2514,1521,30,30,0.7507514,left_back_bent.jpg
50,2523,1829,30,30,0.8049142,03_18_2023 LG 282 copy.jpg
