,arclength_loc,x_2D,y_2D,tangent_x,tangent_y,normal_x,normal_y
0,0,129.3399555142541,1943.0559333755393,1,-2.86264512205363,0.9440562124967845,0.32978457763550134
1,1,129.6697699148853,1942.1118875815566,1,-2.862064217135873,0.9440353717197197,0.32984423133050295
2,2,129.99964399266088,1941.1678626386597,1,-2.8614830529246373,0.94401451032015,0.32990393193323325
3,3,130.32957779451644,1940.2238585674856,1,-2.86090162923435,0.9439936282682988,0.32996367949950645
4,4,130.65957136744328,1939.2798753887018,1,-2.86031994587924,0.9439727255343335,0.33002347408522636
5,5,130.9896247584891,1938.3359131230052,1,-2.8597380026733363,0.9439518020883646,0.3300833157463869
6,6,131.31973801475723,1937.3919717911226,1,-2.8591557994304675,0.9439308579004463,0.33014320453907187
7,7,131.6499111834073,1936.4480514138113,1,-2.858573335964263,0.9439098929405756,0.3302031405194553
8,8,131.9801443116551,1935.504152011858,1,-2.857990612088149,0.9438889071786923,0.33026312374380185
9,9,132.31043744677288,1934.56027360608,1,-2.8574076276153555,0.9438679005846798,0.3303231542684665
10,10,132.64079063608906,1933.6164162173245,1,-2.856824382358906,0.9438468731283632,0.3303832321498952
11,11,132.97120392698872,1932.6725798664686,1,-2.856240876131626,0.9438258247795108,0.33044335744462466
12,12,133.3016773669135,1931.7287645744202,1,-2.855657108746139,0.9438047555078335,0.330503530209283
13,13,133.6322110033616,1930.7849703621173,1,-2.855073080014866,0.9437836652829842,0.33056375050058967
14,14,133.9628048838881,1929.8411972505282,1,-2.854488789750024,0.9437625540745578,0.3306240183753554
15,15,134.29345905610492,1928.897445260652,1,-2.8539042377636292,0.9437414218520915,0.33068433389048274
16,16,134.6241735676807,1927.9537144135174,1,-2.8533194238674953,0.9437202685850651,0.33074469710296633
17,17,134.9549484663417,1927.0100047301848,1,-2.8527343478732314,0.9436990942428983,0.3308051080698924
18,18,135.2857837998709,1926.0663162317444,1,-2.852149009592242,0.9436778987949543,0.3308655668484402
19,19,135.61667961610823,1925.1226489393173,1,-2.8515634088357316,0.9436566822105372,0.33092607349588066
20,20,135.94763596295158,1924.1790028740554,1,-2.850977545414696,0.9436354444588921,0.33098662806957785
21,21,136.2786528883557,1923.2353780571414,1,-2.850391419139929,0.9436141855092056,0.3310472306269887
22,22,136.60973044033324,1922.2917745097886,1,-2.8498050298220203,0.9435929053306052,0.3311078812256626
23,23,136.9408686669541,1921.3481922532417,1,-2.849218377271352,0.9435716038921598,0.3311685799232427
24,24,137.2720676163462,1920.4046313087756,1,-2.848631461298104,0.9435502811628784,0.3312293267774654
25,25,137.60332733669497,1919.461091697697,1,-2.8480442817122453,0.9435289371117115,0.33129012184616086
26,26,137.93464787624407,1918.517573441343,1,-2.847456838323544,0.9435075717075493,0.33135096518725266
27,27,138.26602928329464,1917.5740765610826,1,-2.846869130941561,0.9434861849192226,0.33141185685875846
28,28,138.5974716062062,1916.6306010783153,1,-2.846281159375648,0.9434647767155032,0.3314727969187903
29,29,138.92897489339651,1915.6871470144722,1,-2.845692923434952,0.9434433470651019,0.3315337854255544
30,30,139.2605391933412,1914.7437143910156,1,-2.8451044229284115,0.9434218959366701,0.3315948224373515
31,31,139.59216455457474,1913.8003032294394,1,-2.8445156576647572,0.9434004232987989,0.33165590801257744
32,32,139.92385102568957,1912.8569135512685,1,-2.843926627452514,0.9433789291200189,0.3317170422097223
33,33,140.25559865533708,1911.9135453780598,1,-2.8433373320999955,0.9433574133688001,0.331778225087372
34,34,140.5874074922272,1910.9701987314013,1,-2.8427477714153087,0.9433358760135525,0.33183945670420745
35,35,140.9192775851281,1910.026873632913,1,-2.8421579452063526,0.9433143170226248,0.3319007371190049
36,36,141.2512089828675,1909.0835701042465,1,-2.8415678532808144,0.9432927363643052,0.3319620663906369
37,37,141.58320173433174,1908.140288167085,1,-2.8409774954461744,0.9432711340068202,0.33202344457807115
38,38,141.9152558884659,1907.1970278431434,1,-2.840386871509701,0.9432495099183357,0.3320848717403721
39,39,142.2473714942746,1906.2537891541688,1,-2.8397959812784523,0.9432278640669564,0.3321463479367004
40,40,142.57954860082145,1905.3105721219401,1,-2.839204824559279,0.9432061964207245,0.3322078732263128
41,41,142.91178725722932,1904.3673767682683,1,-2.838613401158819,0.9431845069476216,0.33226944766856287
42,42,143.24408751268078,1903.424203114996,1,-2.8380217108834978,0.9431627956155674,0.3323310713229018
43,43,143.5764494164174,1902.4810511839985,1,-2.8374297535395314,0.943141062392419,0.3323927442488768
44,44,143.90887301774077,1901.5379209971827,1,-2.8368375289329233,0.9431193072459721,0.33245446650613314
45,45,144.241358366012,1900.5948125764883,1,-2.836245036869465,0.94309753014396,0.3325162381544134
46,46,144.57390551065205,1899.6517259438867,1,-2.835652277154737,0.9430757310540534,0.3325780592535575
47,47,144.9065145011419,1898.7086611213822,1,-2.8350592495941047,0.9430539099438606,0.33263992986350377
48,48,145.23918538702227,1897.7656181310113,1,-2.8344659539927215,0.9430320667809274,0.3327018500442885
49,49,145.57191821789382,1896.822596994843,1,-2.8338723901555283,0.9430102015327367,0.33276381985604603
50,50,145.9047130434179,1895.879597734979,1,-2.8332785578872515,0.9429883141667084,0.33282583935900945
51,51,146.23756991331575,1894.936620373553,1,-2.8326844569924043,0.9429664046501992,0.33288790861351053
52,52,146.5704888773691,1893.9936649327321,1,-2.8320900872752834,0.9429444729505023,0.3329500276799799
53,53,146.90346998542037,1893.050731434716,1,-2.831495448539974,0.942922519034848,0.33301219661894726
54,54,147.2365132873722,1892.1078199017368,1,-2.830900540590342,0.9429005428704031,0.33307441549104205
55,55,147.569618833188,1891.1649303560598,1,-2.8303053632300443,0.9428785444242697,0.33313668435699234
56,56,147.90278667289223,1890.2220628199834,1,-2.8297099162625163,0.9428565236634872,0.33319900327762675
57,57,148.23601685656985,1889.2792173158387,1,-2.82911419949098,0.94283448055503,0.3332613723138737
58,58,148.56930943436709,1888.3363938659895,1,-2.8285182127184423,0.9428124150658094,0.3333237915267612
59,59,148.9026644564911,1887.3935924928337,1,-2.82792195574769,0.9427903271626712,0.3333862609774185
60,60,149.23608197321045,1886.4508132188014,1,-2.8273254283812954,0.9427682168123972,0.33344878072707473
61,61,149.56956203485436,1885.5080560663564,1,-2.8267286304216137,0.9427460839817047,0.3335113508370599
62,62,149.90310469181432,1884.565321057996,1,-2.826131561670782,0.9427239286372461,0.3335739713688051
63,63,150.23670999454262,1883.6226082162507,1,-2.825534221930718,0.9427017507456088,0.3336366423838429
64,64,150.57037799355334,1882.6799175636843,1,-2.8249366110031238,0.9426795502733147,0.3336993639438065
65,65,150.90410873942227,1881.7372491228941,1,-2.8243387286894803,0.9426573271868213,0.33376213611043143
66,66,151.23790228278713,1880.7946029165114,1,-2.8237405747910516,0.9426350814525198,0.3338249589455547
67,67,151.57175867434717,1879.8519789672005,1,-2.823142149108881,0.9426128130367364,0.3338878325111154
68,68,151.905677964864,1878.9093772976598,1,-2.822543451443794,0.9425905219057312,0.3339507568691547
69,69,152.2396602051612,1877.9667979306216,1,-2.821944481596392,0.9425682080256985,0.3340137320818167
70,70,152.5737054461242,1877.0242408888519,1,-2.8213452393670617,0.9425458713627665,0.3340767582113476
71,71,152.90781373870146,1876.0817061951502,1,-2.8207457245559655,0.9425235118829974,0.3341398353200968
72,72,153.24198513390317,1875.1391938723507,1,-2.820145936963045,0.9425011295523865,0.3342029634705167
73,73,153.57621968280233,1874.1967039433212,1,-2.8195458763880223,0.9424787243368631,0.33426614272516286
74,74,153.91051743653446,1873.2542364309634,1,-2.8189455426303955,0.9424562962022898,0.33432937314669486
75,75,154.24487844629786,1872.3117913582137,1,-2.8183449354894434,0.9424338451144616,0.33439265479787533
76,76,154.57930276335352,1871.3693687480425,1,-2.817744054764219,0.9424113710391073,0.33445598774157137
77,77,154.91379043902546,1870.4269686234545,1,-2.8171429002535575,0.9423888739418881,0.3345193720407538
78,78,155.24834152470066,1869.4845910074887,1,-2.816541471756066,0.9423663537883977,0.3345828077584983
79,79,155.5829560718294,1868.5422359232184,1,-2.8159397690701304,0.9423438105441629,0.334646294957985
80,80,155.91763413192498,1867.599903393752,1,-2.815337791993913,0.9423212441746422,0.33470983370249857
81,81,156.25237575656425,1866.6575934422317,1,-2.814735540325353,0.9422986546452264,0.334773424055429
82,82,156.587180997387,1865.715306091835,1,-2.8141330138621634,0.9422760419212387,0.3348370660802715
83,83,156.92204990609739,1864.7730413657737,1,-2.813530212401832,0.9422534059679334,0.33490075984062667
84,84,157.2569825344623,1863.8307992872947,1,-2.812927135741625,0.9422307467504967,0.33496450540020073
85,85,157.59197893431332,1862.8885798796794,1,-2.8123237836785786,0.9422080642340471,0.33502830282280627
86,86,157.927039157545,1861.9463831662442,1,-2.8117201560095073,0.9421853583836332,0.33509215217236127
87,87,158.26216325611674,1861.0042091703408,1,-2.811116252530996,0.9421626291642353,0.3351560535128907
88,88,158.59735128205114,1860.0620579153556,1,-2.810512073039405,0.9421398765407649,0.33522000690852594
89,89,158.93260328743568,1859.1199294247103,1,-2.8099076173308677,0.9421171004780643,0.33528401242350514
90,90,159.26791932442188,1858.1778237218616,1,-2.80930288520129,0.9420943009409058,0.33534807012217327
91,91,159.60329944522536,1857.2357408303017,1,-2.808697876446349,0.9420714778939929,0.335412180068983
92,92,159.938743702127,1856.293680773558,1,-2.8080925908614964,0.9420486313019593,0.3354763423284941
93,93,160.27425214747137,1855.3516435751933,1,-2.807487028241955,0.9420257611293688,0.33554055696537416
94,94,160.60982483366854,1854.409629258806,1,-2.806881188382716,0.9420028673407146,0.3356048240443989
95,95,160.94546181319282,1853.46763784803,1,-2.8062750710785465,0.9419799499004207,0.3356691436304517
96,96,161.28116313858396,1852.5256693665347,1,-2.8056686761239797,0.94195700877284,0.33573351578852495
97,97,161.61692886244637,1851.5837238380252,1,-2.805062003313322,0.9419340439222553,0.3357979405837192
98,98,161.95275903744982,1850.6418012862423,1,-2.8044550524406495,0.9419110553128781,0.33586241808124384
99,99,162.28865371632935,1849.6999017349629,1,-2.803847823299805,0.9418880429088496,0.33592694834641784
100,100,162.6246129518852,1848.7580252079995,1,-2.8032403156844055,0.94186500667424,0.33599153144466876
101,101,162.96063679698327,1847.8161717292005,1,-2.8026325293878327,0.9418419465730478,0.33605616744153405
102,102,163.296725304555,1846.8743413224508,1,-2.8020244642032384,0.9418188625692,0.33612085640266104
103,103,163.63287852759763,1845.9325340116711,1,-2.8014161199235432,0.9417957546265527,0.33618559839380674
104,104,163.9690965191738,1844.990749820818,1,-2.800807496341434,0.9417726227088898,0.3362503934808387
105,105,164.30537933241266,1844.0489887738852,1,-2.8001985932493665,0.9417494667799234,0.3363152417297346
106,106,164.64172702050897,1843.1072508949017,1,-2.7995894104395624,0.9417262868032934,0.33638014320658305
107,107,164.9781396367237,1842.1655362079334,1,-2.7989799477040114,0.9417030827425672,0.3364450979775833
108,108,165.3146172343844,1841.223844737083,1,-2.798370204834468,0.9416798545612401,0.33651010610904625
109,109,165.65115986688454,1840.2821765064891,1,-2.7977601816224533,0.9416566022227347,0.3365751676673936
110,110,165.98776758768437,1839.3405315403272,1,-2.797149877859254,0.941633325690401,0.33664028271915925
111,111,166.32444045031056,1838.3989098628097,1,-2.7965392933359223,0.941610024927515,0.33670545133098834
112,112,166.66117850835644,1837.4573114981852,1,-2.795928427843276,0.9415866998972807,0.33677067356963863
113,113,166.99798181548246,1836.5157364707397,1,-2.795317281171896,0.9415633505628284,0.33683594950197987
114,114,167.33485042541565,1835.5741848047958,1,-2.794705853112128,0.9415399768872145,0.3369012791949946
115,115,167.67178439195027,1834.6326565247132,1,-2.794094143454081,0.9415165788334218,0.33696666271577796
116,116,168.00878376894784,1833.6911516548887,1,-2.793482151987627,0.9414931563643597,0.33703210013153856
117,117,168.34584861033662,1832.749670219756,1,-2.7928698785024038,0.9414697094428628,0.3370975915095976
118,118,168.682978970113,1831.808212243786,1,-2.7922573227878087,0.9414462380316919,0.3371631369173904
119,119,169.02017490234022,1830.8667777514875,1,-2.791644484633002,0.941422742093533,0.3372287364224658
120,120,169.35743646114952,1829.9253667674059,1,-2.791031363826907,0.9413992215909982,0.3372943900924868
121,121,169.6947637007396,1828.9839793161243,1,-2.7904179601582078,0.9413756764866237,0.3373600979952303
122,122,170.03215667537722,1828.0426154222632,1,-2.78980427341535,0.9413521067428716,0.33742586019858817
123,123,170.3696154393969,1827.101275110481,1,-2.7891903033865386,0.9413285123221284,0.33749167677056663
124,124,170.70714004720153,1826.1599584054734,1,-2.7885760498597416,0.9413048931867053,0.33755754777928704
125,125,171.04473055326173,1825.2186653319739,1,-2.787961512622685,0.9412812492988377,0.3376234732929859
126,126,171.38238701211685,1824.277395914754,1,-2.787346691462854,0.9412575806206857,0.33768945338001544
127,127,171.72010947837418,1823.3361501786228,1,-2.7867315861674955,0.9412338871143331,0.33775548810884315
128,128,172.05789800670982,1822.3949281484277,1,-2.786116196523614,0.941210168741788,0.3378215775480528
129,129,172.3957526518689,1821.4537298490536,1,-2.7855005223179714,0.9411864254649815,0.33788772176634435
130,130,172.73367346866445,1820.512555305424,1,-2.7848845633370884,0.9411626572457692,0.3379539208325342
131,131,173.071660511979,1819.5714045425004,1,-2.784268319367245,0.9411388640459288,0.3380201748155554
132,132,173.4097138367639,1818.6302775852828,1,-2.7836517901944773,0.9411150458271622,0.3380864837844578
133,133,173.74783349803963,1817.689174458809,1,-2.783034975604578,0.9410912025510936,0.3381528478084088
134,134,174.08601955089577,1816.7480951881555,1,-2.7824178753830955,0.9410673341792697,0.338219266956693
135,135,174.42427205049148,1815.8070397984375,1,-2.7818004893153385,0.9410434406731606,0.3382857412987126
136,136,174.76259105205506,1814.8660083148084,1,-2.7811828171863664,0.9410195219941584,0.3383522709039882
137,137,175.1009766108848,1813.9250007624605,1,-2.7805648587809983,0.9409955781035767,0.33841885584215786
138,138,175.43942878234833,1812.9840171666249,1,-2.779946613883806,0.9409716089626522,0.3384854961829789
139,139,175.77794762188324,1812.0430575525713,1,-2.7793280822791147,0.9409476145325425,0.33855219199632713
140,140,176.116533184997,1811.1021219456084,1,-2.778709263751007,0.9409235947743269,0.33861894335219683
141,141,176.4551855272672,1810.1612103710834,1,-2.7780901580833195,0.9408995496490065,0.338685750320702
142,142,176.7939047043418,1809.2203228543833,1,-2.7774707650596384,0.9408754791175031,0.3387526129720759
143,143,177.13269077193848,1808.2794594209338,1,-2.7768510844633054,0.9408513831406597,0.3388195313766717
144,144,177.47154378584597,1807.3386200961997,1,-2.7762311160774176,0.9408272616792404,0.33888650560496225
145,145,177.81046380192316,1806.3978049056855,1,-2.7756108596848192,0.9408031146939292,0.338953535727541
146,146,178.1494508760997,1805.4570138749345,1,-2.774990315068109,0.9407789421453311,0.3390206218151218
147,147,178.48850506437591,1804.51624702953,1,-2.7743694820096385,0.940754743993971,0.33908776393853896
148,148,178.8276264228231,1803.5755043950942,1,-2.77374836029151,0.9407305202002936,0.3391549621687479
149,149,179.16681500758375,1802.6347859972896,1,-2.773126949695572,0.9407062707246641,0.339222216576826
150,150,179.50607087487114,1801.6940918618177,1,-2.7725052500034297,0.9406819955273665,0.3392895272339711
151,151,179.84539408097,1800.7534220144203,1,-2.771883260996435,0.9406576945686047,0.33935689421150356
152,152,180.18478468223657,1799.8127764808785,1,-2.7712609824556895,0.9406333678085016,0.3394243175808656
153,153,180.5242427350984,1798.8721552870138,1,-2.770638414162045,0.9406090152070989,0.3394917974136217
154,154,180.86376829605464,1797.9315584586875,1,-2.7700155558960997,0.9405846367243575,0.3395593337814591
155,155,181.20336142167625,1796.990986021801,1,-2.7693924074382035,0.9405602323201566,0.33962692675618755
156,156,181.54302216860617,1796.050438002296,1,-2.7687689685684522,0.9405358019542941,0.3396945764097403
157,157,181.8827505935592,1795.109914426154,1,-2.768145239066689,0.9405113455864853,0.33976228281417387
158,158,182.22254675332232,1794.1694153193973,1,-2.767521218712505,0.9404868631763643,0.3398300460416682
159,159,182.56241070475488,1793.2289407080884,1,-2.766896907285238,0.9404623546834829,0.3398978661645275
160,160,182.90234250478812,1792.2884906183303,1,-2.7662723045639708,0.9404378200673096,0.3399657432551798
161,161,183.24234221042641,1791.3480650762665,1,-2.765647410327534,0.9404132592872309,0.34003367738617785
162,162,183.58240987874618,1790.4076641080812,1,-2.7650222243545026,0.9403886723025509,0.340101668630199
163,163,183.92254556689704,1789.4672877399998,1,-2.7643967464231975,0.9403640590724897,0.34016971706004556
