,x,y,w,h,score,match
17,170,1804,30,30,0.845221,top_left.jpg
15,214,1723,30,30,0.8758027,left_back_bent.jpg
14,245,1650,30,30,0.8823241,left_back_bent.jpg
13,273,1580,30,30,0.8958334,left_back_bent.jpg
11,303,1507,30,30,0.88546956,left_back_bent.jpg
16,337,1395,30,30,0.84263116,top_left.jpg
9,380,1326,30,30,0.86848164,left_back_bent.jpg
7,416,1254,30,30,0.84419304,left_back_bent.jpg
57,450,1172,30,30,0.79634124,left_angled.jpg
56,470,1131,30,30,0.80527467,left_angled.jpg
20,474,1304,30,30,0.8199683,round_light.jpg
4,532,1016,30,30,0.800983,left_back_bent.jpg
6,542,1160,30,30,0.75587296,left_back_bent.jpg
32,627,796,30,30,0.7597939,middle round.jpg
31,652,750,30,30,0.77189714,middle round.jpg
30,702,666,30,30,0.82323855,middle round.jpg
29,757,580,30,30,0.85530144,middle round.jpg
28,788,533,30,30,0.8012698,middle round.jpg
1,816,580,30,30,0.7568442,left_back_bent.jpg
36,818,483,30,30,0.7801673,03_18_2023 LG 282 copy.jpg
0,939,420,30,30,0.82968026,left_back_bent.jpg
60,950,348,30,30,0.7987301,12_20_2022 LG 282 copy.jpg
24,1083,244,30,30,0.8315039,middle round.jpg
25,1165,267,30,30,0.75330406,middle round.jpg
23,1185,215,30,30,0.82163924,middle round.jpg
44,1279,202,30,30,0.83489543,small_round.jpg
22,1372,211,30,30,0.864179,middle round.jpg
58,1423,217,30,30,0.87217885,12_20_2022 LG 282 copy.jpg
26,1441,273,30,30,0.8093265,middle round.jpg
59,1478,236,30,30,0.90455496,12_20_2022 LG 282 copy.jpg
45,1523,257,30,30,0.8645187,small_round.jpg
18,1586,297,30,30,0.7707907,round_light.jpg
35,1625,338,30,30,0.885795,03_18_2023 LG 282 copy.jpg
46,1664,365,30,30,0.7902801,small_round.jpg
47,1706,384,30,30,0.7552667,small_round.jpg
48,1736,440,30,30,0.8514742,small_round.jpg
19,1798,403,30,30,0.85226065,round_light.jpg
27,1800,525,30,30,0.8491335,middle round.jpg
49,1830,563,30,30,0.8348977,small_round.jpg
37,1857,612,30,30,0.8252025,03_18_2023 LG 282 copy.jpg
38,1882,653,30,30,0.87260747,03_18_2023 LG 282 copy.jpg
50,1911,696,30,30,0.86096686,small_round.jpg
61,1951,779,30,30,0.78222305,12_20_2022 LG 282 copy.jpg
2,1995,624,30,30,0.8220527,left_back_bent.jpg
51,1998,854,30,30,0.8008443,small_round.jpg
3,2022,725,30,30,0.7701531,left_back_bent.jpg
54,2036,899,30,30,0.7764865,left_angled.jpg
55,2057,942,30,30,0.79269695,left_angled.jpg
52,2086,1023,30,30,0.8416254,small_round.jpg
39,2106,1065,30,30,0.8435476,03_18_2023 LG 282 copy.jpg
53,2125,1103,30,30,0.7942906,small_round.jpg
40,2158,1181,30,30,0.8644423,03_18_2023 LG 282 copy.jpg
33,2168,1342,30,30,0.77999324,middle round.jpg
41,2232,1327,30,30,0.8313111,03_18_2023 LG 282 copy.jpg
34,2294,1475,30,30,0.7689591,middle round.jpg
5,2308,1152,30,30,0.76386124,left_back_bent.jpg
42,2325,1543,30,30,0.8054648,03_18_2023 LG 282 copy.jpg
8,2362,1297,30,30,0.7664386,left_back_bent.jpg
43,2373,1654,30,30,0.767186,03_18_2023 LG 282 copy.jpg
10,2390,1405,30,30,0.76282936,left_back_bent.jpg
12,2474,1532,30,30,0.7857065,left_back_bent.jpg
21,2503,1784,30,30,0.780713,round_light.jpg
