,x,y,w,h,score,match
32,119,1846,38,60,0.79031646,middle round.jpg
67,146,1799,64,44,0.75890726,left_angled.jpg
12,164,1759,68,44,0.9299456,left_back_bent.jpg
66,186,1712,64,44,0.8226611,left_angled.jpg
11,204,1671,68,44,0.9340826,left_back_bent.jpg
10,217,1627,68,44,0.91986555,left_back_bent.jpg
9,250,1536,68,44,0.9105807,left_back_bent.jpg
64,276,1475,64,44,0.85784525,left_angled.jpg
13,320,1356,53,48,0.7932023,top_left.jpg
8,338,1318,68,44,0.8517044,left_back_bent.jpg
7,355,1277,68,44,0.8964446,left_back_bent.jpg
59,391,1189,64,44,0.9012533,left_angled.jpg
6,407,1147,68,44,0.8743969,left_back_bent.jpg
5,429,1106,68,44,0.8868602,left_back_bent.jpg
4,446,1062,68,44,0.83095044,left_back_bent.jpg
3,463,1021,68,44,0.911736,left_back_bent.jpg
57,488,972,64,44,0.8949486,left_angled.jpg
30,525,878,38,60,0.89841753,middle round.jpg
2,544,843,68,44,0.91395485,left_back_bent.jpg
37,545,1874,38,60,0.75916594,middle round.jpg
29,590,740,38,60,0.88736725,middle round.jpg
53,607,694,49,43,0.8677345,small_round.jpg
27,663,595,38,60,0.8364634,middle round.jpg
1,683,700,68,44,0.8032158,left_back_bent.jpg
52,684,551,49,43,0.92680454,small_round.jpg
51,740,467,49,43,0.8856882,small_round.jpg
45,769,424,48,40,0.8604364,03_18_2023 LG 282 copy.jpg
21,781,533,36,35,0.7523201,round_light.jpg
43,837,354,48,40,0.90161586,03_18_2023 LG 282 copy.jpg
42,918,282,48,40,0.8728268,03_18_2023 LG 282 copy.jpg
16,972,252,36,35,0.8771543,round_light.jpg
15,1024,233,36,35,0.7787248,round_light.jpg
39,1072,208,48,40,0.8568429,03_18_2023 LG 282 copy.jpg
40,1185,211,48,40,0.9127874,03_18_2023 LG 282 copy.jpg
38,1284,205,48,40,0.90006787,03_18_2023 LG 282 copy.jpg
14,1344,229,36,35,0.95679104,round_light.jpg
41,1387,244,48,40,0.8962345,03_18_2023 LG 282 copy.jpg
17,1445,274,36,35,0.9069757,round_light.jpg
18,1489,305,36,35,0.88173306,round_light.jpg
19,1538,348,36,35,0.84737533,round_light.jpg
20,1577,387,36,35,0.87791586,round_light.jpg
44,1605,423,48,40,0.8177688,03_18_2023 LG 282 copy.jpg
0,1630,306,68,44,0.7650538,left_back_bent.jpg
50,1646,459,49,43,0.84189206,small_round.jpg
46,1703,548,48,40,0.8814853,03_18_2023 LG 282 copy.jpg
54,1787,694,49,43,0.8468832,small_round.jpg
28,1815,739,38,60,0.9121269,middle round.jpg
47,1844,836,48,40,0.8628934,03_18_2023 LG 282 copy.jpg
26,1852,1319,36,35,0.7836941,round_light.jpg
22,1854,961,36,35,0.7945679,round_light.jpg
55,1880,872,49,43,0.87011415,small_round.jpg
48,1883,917,48,40,0.8062315,03_18_2023 LG 282 copy.jpg
35,1900,1851,38,60,0.75410366,middle round.jpg
49,1906,971,48,40,0.8203698,03_18_2023 LG 282 copy.jpg
23,1949,1011,36,35,0.7723127,round_light.jpg
58,1979,1078,64,44,0.8099917,left_angled.jpg
24,1983,1137,36,35,0.8363801,round_light.jpg
33,2016,1847,38,60,0.8130584,middle round.jpg
68,2020,1205,38,64,0.7994361,12_20_2022 LG 282 copy.jpg
25,2039,1268,36,35,0.81522,round_light.jpg
34,2057,1847,38,60,0.8062171,middle round.jpg
60,2074,1295,64,44,0.8267734,left_angled.jpg
61,2093,1337,64,44,0.75506926,left_angled.jpg
62,2110,1380,64,44,0.7766804,left_angled.jpg
56,2124,1421,49,43,0.8032475,small_round.jpg
69,2143,1508,38,64,0.79860204,12_20_2022 LG 282 copy.jpg
63,2146,1465,64,44,0.85379887,left_angled.jpg
65,2181,1551,64,44,0.82503337,left_angled.jpg
70,2203,1634,38,64,0.81708837,12_20_2022 LG 282 copy.jpg
71,2257,1763,38,64,0.7589648,12_20_2022 LG 282 copy.jpg
36,2307,1851,38,60,0.8471265,middle round.jpg
31,2408,1845,38,60,0.7593006,middle round.jpg
