,x,y
0,1131,38
1,1261,41
2,1076,56
3,1251,84
4,1655,85
5,1363,86
6,1192,100
7,1149,106
8,1465,106
9,1092,125
10,1520,129
11,978,144
12,1606,207
13,1123,226
14,942,255
15,1685,272
16,923,295
17,1718,314
18,1753,351
19,1778,391
20,1805,433
21,1063,453
22,789,459
23,1833,478
24,762,511
25,1852,521
26,1878,573
27,716,596
28,1904,623
29,691,645
30,1925,672
31,748,725
32,650,730
33,2329,752
34,1966,753
35,631,771
36,1981,797
37,2002,841
38,593,856
39,2016,884
40,569,900
41,2040,920
42,553,941
43,2054,961
44,526,977
45,2073,1000
46,513,1023
47,2090,1040
48,495,1065
49,645,1074
50,2099,1083
51,478,1106
52,2114,1127
53,462,1147
54,2125,1173
55,445,1187
56,571,1191
57,2146,1211
58,430,1228
59,2164,1252
60,409,1270
61,2178,1296
62,397,1312
63,2199,1334
64,380,1357
65,362,1402
66,2222,1419
67,340,1444
68,2242,1468
69,327,1487
70,2258,1510
71,305,1529
72,2274,1556
73,1853,1583
74,597,1593
75,273,1614
76,2307,1628
77,510,1640
78,250,1662
79,2323,1680
80,235,1708
81,528,1721
82,219,1750
83,2444,1754
84,342,1760
85,517,1769
86,2447,1798
87,265,1838
88,186,1841
89,1822,1852
90,424,1858
91,2383,1861
92,300,1862
93,83,1871
94,2469,1891
