,x,y
0,601,35
1,1568,126
2,1264,136
3,1207,140
4,1310,140
5,1354,148
6,1151,149
7,1412,160
8,1091,165
9,1047,194
10,1502,208
11,1005,214
12,1548,242
13,965,251
14,1598,278
15,921,287
16,1643,313
17,889,318
18,1714,384
19,826,389
20,1746,426
21,791,438
22,1802,510
23,741,515
24,1832,558
25,710,563
26,1860,606
27,689,616
28,1887,656
29,659,657
30,1915,698
31,634,700
32,2194,720
33,1937,743
34,614,746
35,1964,781
36,588,790
37,1980,824
38,571,833
39,554,874
40,529,916
41,2056,978
42,495,996
43,2076,1020
44,2096,1060
45,596,1077
46,453,1079
47,2134,1142
48,417,1164
49,906,1187
50,2167,1226
51,389,1241
52,373,1284
53,2207,1308
54,355,1325
55,281,1330
56,2224,1351
57,333,1368
58,2242,1394
59,2264,1434
60,293,1460
61,274,1507
62,2292,1518
63,255,1548
64,2312,1564
65,234,1589
66,2336,1607
67,215,1630
68,900,1634
69,2351,1648
70,196,1673
71,2388,1731
72,160,1766
73,2408,1780
74,145,1809
75,2425,1833
76,126,1856
77,2454,1872
78,860,1874
79,2504,1880
