,x,y
0,1262,40
1,1316,43
2,1371,46
3,1422,54
4,1151,64
5,1479,70
6,1098,85
7,1054,111
8,1571,123
9,1353,145
10,1018,147
11,1617,158
12,978,187
13,1661,198
14,943,216
15,1703,236
16,876,286
17,1771,314
18,841,335
19,1799,358
20,816,375
21,1828,400
22,778,420
23,1852,445
24,752,466
25,1876,492
26,729,515
27,1898,542
28,701,559
29,1925,592
30,676,606
31,1951,639
32,658,647
33,1968,686
34,633,690
35,1994,728
36,611,736
37,2012,771
38,588,781
39,2024,816
40,565,822
41,2049,862
42,523,902
43,2063,903
44,2084,941
45,502,945
46,485,986
47,2108,1012
48,444,1067
49,2141,1105
50,424,1110
51,406,1153
52,2171,1191
53,386,1196
54,2194,1235
55,369,1237
56,346,1279
57,2209,1279
58,2226,1323
59,305,1364
60,2238,1367
61,288,1409
62,2253,1411
63,268,1453
64,2281,1492
65,249,1495
66,229,1539
67,2297,1542
68,207,1581
69,2330,1626
70,174,1670
71,225,1672
72,2356,1709
73,155,1715
74,344,1750
75,189,1758
76,133,1761
77,1278,1800
78,120,1805
79,397,1868
80,2412,1872
