,x,y
0,1242,72
1,1352,73
2,1184,78
3,1298,78
4,1401,83
5,1455,96
6,1135,97
7,1083,126
8,1038,147
9,1548,147
10,996,183
11,966,222
12,1639,225
13,932,250
14,1676,257
15,1812,265
16,900,286
17,1709,298
18,869,325
19,1744,337
20,834,366
21,1776,376
22,808,408
23,1801,417
24,776,454
25,1825,462
26,1854,512
27,729,546
28,1881,558
29,701,595
30,1889,628
31,658,679
32,1953,698
33,634,727
34,248,746
35,597,806
36,179,826
37,574,856
38,2011,886
39,556,896
40,536,943
41,2087,997
42,502,1015
43,462,1097
44,2135,1114
45,444,1152
46,558,1163
47,428,1193
48,2170,1203
49,524,1227
50,337,1248
51,392,1276
52,2207,1287
53,376,1319
54,2229,1342
55,228,1355
56,2115,1365
57,343,1394
58,2333,1415
59,2232,1437
60,323,1445
61,2284,1462
62,238,1463
63,307,1488
64,2350,1494
65,2290,1506
66,289,1530
67,2309,1552
68,272,1573
69,2325,1593
70,255,1615
71,2343,1637
72,2360,1677
73,221,1699
74,2371,1719
75,201,1756
76,2387,1763
77,190,1799
78,2399,1810
79,177,1842
80,259,1842
81,2419,1864
82,116,1872
83,167,1890
