,x,y
0,1229,93
1,1277,95
2,1111,106
3,1168,107
4,1319,116
5,1371,117
6,1058,135
7,1417,137
8,1011,157
9,1230,160
10,1467,162
11,972,188
12,1505,193
13,937,222
14,1558,231
15,1932,252
16,1599,266
17,868,288
18,1632,305
19,829,326
20,1665,341
21,800,367
22,1697,382
23,767,416
24,1729,423
25,743,458
26,1756,464
27,719,504
28,1638,504
29,691,549
30,1840,611
31,648,640
32,1865,655
33,621,684
34,1906,731
35,589,775
36,1928,776
37,563,818
38,1964,856
39,523,904
40,1999,926
41,502,947
42,2079,951
43,2024,970
44,2277,985
45,486,989
46,2045,1009
47,474,1032
48,2064,1048
49,452,1074
50,2080,1095
51,435,1117
52,2100,1134
53,418,1161
54,2118,1179
55,401,1201
56,2139,1217
57,390,1243
58,2157,1260
59,370,1282
60,2171,1301
61,332,1304
62,339,1363
63,2208,1374
64,321,1416
65,2225,1424
66,2322,1433
67,2144,1461
68,305,1463
69,2240,1469
70,290,1506
71,278,1548
72,2293,1588
73,261,1591
74,2315,1636
75,224,1676
76,2335,1681
77,212,1725
78,2356,1732
79,2046,1767
80,193,1771
81,294,1806
82,2266,1808
83,2386,1811
84,2457,1811
85,2526,1816
86,179,1817
87,2206,1817
88,2164,1826
89,1585,1831
90,118,1859
91,167,1864
92,1062,1880
93,229,1887
94,2059,1890
