,x,y
0,1289,0
1,1330,2
2,1545,6
3,1297,43
4,1233,45
5,1338,49
6,1188,51
7,1378,59
8,1147,62
9,1096,80
10,1436,81
11,1477,105
12,1064,118
13,1524,129
14,1003,132
15,1270,135
16,1209,140
17,1167,142
18,1330,145
19,1372,145
20,1421,160
21,1474,165
22,969,173
23,1583,184
24,1018,191
25,902,243
26,1652,245
27,867,273
28,1689,280
29,832,311
30,1726,320
31,804,354
32,1999,381
33,774,397
34,1769,412
35,746,444
36,1808,447
37,689,536
38,1859,540
39,664,582
40,1878,599
41,621,666
42,1931,680
43,596,715
44,1960,724
45,576,760
46,1956,776
47,553,800
48,1997,807
49,535,848
50,2017,851
51,515,887
52,2036,890
53,492,929
54,2055,929
55,474,970
56,2067,972
57,455,1010
58,2084,1012
59,438,1052
60,2103,1052
61,419,1095
62,2120,1096
63,2116,1149
64,383,1172
65,2152,1179
66,364,1215
67,2188,1257
68,345,1260
69,2207,1302
70,324,1306
71,2223,1344
72,307,1347
73,289,1391
74,2220,1400
75,2237,1441
76,258,1469
77,2273,1474
78,2397,1477
79,236,1515
80,1359,1526
81,220,1557
82,202,1601
83,2324,1605
84,361,1607
85,184,1645
86,165,1689
87,49,1718
88,2396,1774
89,130,1782
90,2416,1823
91,0,1832
92,122,1834
93,2434,1876
