,x,y
0,1279,51
1,1166,52
2,1377,56
3,1432,71
4,1109,73
5,1484,96
6,1017,125
7,1621,241
8,1689,274
9,1726,309
10,1778,390
11,750,429
12,1806,435
13,702,521
14,1862,527
15,677,567
16,1878,580
17,631,656
18,1932,663
19,608,699
20,1953,709
21,588,740
22,1964,753
23,565,781
24,1981,797
25,541,827
26,523,867
27,2020,873
28,507,910
29,2044,911
30,488,950
31,2062,952
32,2079,992
33,463,994
34,2097,1035
35,448,1036
36,430,1076
37,2110,1080
38,418,1118
39,2126,1121
40,395,1156
41,2141,1166
42,2160,1205
43,364,1235
44,2175,1248
45,352,1287
46,2208,1328
47,325,1329
48,2292,1330
49,306,1373
50,2228,1374
51,2247,1414
52,286,1418
53,2342,1443
54,271,1461
55,2259,1461
56,2294,1543
57,235,1544
58,2311,1587
59,213,1589
60,2329,1628
61,197,1635
62,2238,1666
63,2348,1672
64,182,1682
65,166,1727
66,2384,1758
67,245,1771
68,151,1774
69,2403,1813
70,132,1826
71,122,1873
72,2425,1874
