,x,y
0,1353,28
1,1559,128
2,355,131
3,1507,150
4,1396,190
5,1288,191
6,1071,193
7,1185,196
8,1339,211
9,1020,221
10,1384,232
11,967,234
12,1439,257
13,921,266
14,1631,280
15,1484,287
16,1531,333
17,840,339
18,911,353
19,1571,370
20,1012,376
21,771,410
22,1610,410
23,1758,433
24,1644,447
25,737,455
26,713,504
27,773,513
28,1704,533
29,683,538
30,656,586
31,1863,613
32,592,634
33,656,651
34,1784,678
35,601,680
36,1809,729
37,581,732
38,628,774
39,532,819
40,1847,821
41,1882,859
42,513,870
43,1884,906
44,467,944
45,1844,949
46,1909,955
47,1946,997
48,452,1003
49,431,1041
50,1973,1061
51,421,1088
52,1976,1121
53,396,1126
54,2016,1150
55,376,1172
56,2034,1194
57,360,1215
58,2031,1254
59,347,1260
60,2074,1280
61,333,1301
62,1845,1304
63,2091,1327
64,319,1343
65,2109,1372
66,2128,1411
67,316,1433
68,2144,1453
69,269,1455
70,2157,1502
71,244,1514
72,2183,1537
73,228,1565
74,2195,1584
75,210,1610
76,2209,1628
77,2262,1652
78,197,1655
79,2224,1674
80,185,1699
81,2242,1720
82,158,1743
83,2343,1749
84,2255,1762
85,141,1785
86,2287,1792
87,33,1819
88,2308,1830
89,1654,1831
90,196,1839
