,x,y
0,1169,352
1,1226,353
2,1380,360
3,1284,362
4,1109,376
5,1059,398
6,2504,416
7,1571,463
8,1094,473
9,1651,539
10,874,555
11,1686,579
12,803,639
13,1742,659
14,774,683
15,2242,690
16,1768,708
17,720,771
18,1816,801
19,699,819
20,1978,829
21,1844,845
22,649,907
23,1885,942
24,626,955
25,1907,987
26,1924,1029
27,584,1040
28,1942,1074
29,563,1084
30,1960,1120
31,542,1127
32,1974,1162
33,517,1174
34,2428,1193
35,1998,1199
36,500,1214
37,2017,1238
38,482,1255
39,2031,1279
40,465,1297
41,2042,1321
42,444,1339
43,2061,1363
44,428,1381
45,2080,1408
46,505,1419
47,411,1421
48,2073,1461
49,373,1494
50,2416,1523
51,2129,1525
52,359,1542
53,1588,1549
54,2517,1582
55,341,1585
56,2161,1618
57,318,1631
58,2447,1634
59,2379,1642
60,2175,1663
61,2191,1705
62,282,1716
63,2209,1750
64,273,1767
65,252,1805
66,2188,1809
67,2235,1828
68,2140,1830
69,236,1848
70,207,1890
