,x,y
0,1545,18
1,1635,24
2,1203,41
3,1142,46
4,1292,47
5,1088,54
6,1343,57
7,1029,68
8,1391,81
9,974,95
10,1439,105
11,937,120
12,1528,176
13,865,193
14,1572,221
15,833,224
16,1611,253
17,808,260
18,1640,287
19,768,303
20,738,368
21,1699,369
22,705,396
23,1728,412
24,927,419
25,1505,425
26,683,435
27,1780,507
28,639,533
29,1806,557
30,613,574
31,1850,638
32,573,668
33,1871,683
34,551,711
35,540,761
36,1906,774
37,512,795
38,1933,814
39,486,838
40,1957,850
41,473,882
42,1974,890
43,453,923
44,1993,929
45,439,964
46,2012,968
47,2134,973
48,418,1008
49,2026,1009
50,2043,1049
51,404,1053
52,2059,1090
53,385,1092
54,2078,1131
55,368,1133
56,2170,1157
57,351,1174
58,2093,1174
59,2216,1200
60,2115,1215
61,330,1247
62,2146,1294
63,305,1297
64,2171,1337
65,286,1345
66,2187,1381
67,269,1391
68,2202,1423
69,254,1435
70,235,1479
71,2241,1506
72,2261,1550
73,197,1566
74,2279,1590
75,179,1609
76,2297,1635
77,168,1653
78,153,1698
79,2331,1723
80,136,1744
81,487,1749
82,2356,1773
83,116,1793
84,2374,1822
85,2311,1853
86,2258,1856
87,2454,1860
88,2394,1871
