,x,y
0,1177,9
1,1747,9
2,1237,10
3,1290,10
4,1462,10
5,1346,11
6,885,14
7,1137,16
8,2155,26
9,1399,28
10,1447,51
11,591,83
12,981,86
13,636,87
14,8,126
15,1624,177
16,873,196
17,1657,217
18,842,227
19,1693,257
20,855,270
21,2264,289
22,1722,298
23,780,314
24,1750,342
25,751,358
26,1832,363
27,1935,375
28,799,376
29,2045,379
30,1778,385
31,871,389
32,670,391
33,916,391
34,1711,392
35,722,402
36,842,431
37,1804,431
38,602,433
39,696,450
40,739,463
41,1893,467
42,1829,480
43,672,503
44,2036,511
45,2530,519
46,1855,530
47,649,548
48,1881,578
49,626,594
50,1907,621
51,601,639
52,2023,646
53,1913,674
54,586,682
55,2072,687
56,718,695
57,1936,716
58,567,725
59,547,771
60,1979,789
61,698,813
62,524,815
63,2198,839
64,502,858
65,1997,883
66,657,884
67,2034,915
68,2117,927
69,476,935
70,412,954
71,2072,987
72,2192,999
73,446,1017
74,363,1025
75,2099,1071
76,461,1084
77,415,1102
78,372,1150
79,2135,1152
80,358,1192
81,2160,1198
82,345,1235
83,2174,1242
84,331,1280
85,318,1322
86,2407,1348
87,309,1368
88,2228,1368
89,466,1376
90,289,1409
91,2248,1413
92,437,1425
93,264,1451
94,2259,1455
95,252,1495
96,2464,1523
97,238,1536
98,227,1582
99,2308,1583
100,233,1639
101,2342,1657
102,2446,1701
103,648,1710
104,173,1719
105,159,1762
106,2317,1805
107,77,1814
108,2196,1818
109,135,1823
110,683,1823
111,212,1835
112,2483,1854
113,126,1866
114,62,1867
115,269,1875
116,224,1887
