,x,y
0,1193,44
1,1303,51
2,1249,54
3,1145,57
4,1089,61
5,1350,63
6,1406,81
7,1034,83
8,1453,103
9,980,110
10,1350,120
11,1500,135
12,904,176
13,1547,192
14,1587,220
15,861,221
16,729,227
17,1682,251
18,828,254
19,1627,264
20,795,291
21,1691,341
22,736,377
23,1720,385
24,707,423
25,1778,476
26,658,513
27,1806,525
28,630,563
29,1849,619
30,595,655
31,1754,665
32,565,703
33,384,710
34,1893,711
35,1761,739
36,1925,740
37,550,748
38,1942,787
39,533,793
40,1960,832
41,504,836
42,494,879
43,1999,896
44,467,923
45,2017,941
46,452,965
47,2041,982
48,455,1017
49,2060,1025
50,2079,1070
51,406,1096
52,2103,1112
53,2223,1128
54,391,1138
55,269,1155
56,2118,1156
57,372,1180
58,2138,1198
59,356,1222
60,2155,1241
61,340,1265
62,2270,1276
63,2179,1278
64,329,1318
65,2194,1325
66,302,1355
67,2216,1366
68,288,1398
69,2241,1407
70,274,1443
71,206,1467
72,260,1492
73,2275,1492
74,232,1532
75,2300,1538
76,224,1577
77,2171,1578
78,2317,1580
79,2228,1598
80,2099,1622
81,2335,1623
82,190,1670
83,2369,1711
84,169,1718
85,2389,1759
86,156,1763
87,97,1774
88,2408,1808
89,140,1814
90,86,1829
91,2471,1857
92,2387,1888
