,x,y
0,1221,102
1,1310,111
2,1106,116
3,1364,123
4,1047,131
5,1409,147
6,997,154
7,1461,171
8,959,186
9,1508,205
10,914,215
11,1551,243
12,883,254
13,856,288
14,823,315
15,933,350
16,785,362
17,1655,362
18,1714,442
19,727,448
20,1738,485
21,699,492
22,1788,584
23,1920,586
24,654,588
25,625,629
26,1815,630
27,604,675
28,1843,675
29,1859,716
30,584,723
31,629,757
32,1883,759
33,565,765
34,1897,802
35,545,808
36,524,850
37,1915,853
38,502,891
39,2095,921
40,1957,922
41,486,936
42,1974,966
43,467,979
44,1988,1007
45,451,1021
46,2009,1045
47,431,1062
48,2022,1089
49,414,1109
50,2042,1132
51,397,1149
52,453,1158
53,2054,1176
54,380,1189
55,2073,1219
56,372,1232
57,2089,1261
58,343,1297
59,2109,1301
60,2126,1342
61,320,1346
62,2141,1385
63,300,1397
64,2163,1427
65,2116,1436
66,285,1442
67,2174,1469
68,2122,1485
69,476,1486
70,266,1488
71,2188,1513
72,249,1533
73,2207,1556
74,229,1572
75,2225,1603
76,216,1614
77,2244,1642
78,323,1647
79,194,1673
80,2258,1683
81,2272,1729
82,161,1753
83,2291,1774
84,146,1794
85,269,1819
86,2307,1819
87,130,1840
88,2322,1867
89,181,1879
