,x,y
0,1120,143
1,947,184
2,895,198
3,1156,204
4,1200,207
5,1254,212
6,1045,213
7,1309,229
8,992,231
9,941,245
10,1360,254
11,891,274
12,1405,283
13,2335,283
14,817,343
15,1489,351
16,1528,390
17,753,415
18,1566,424
19,1598,459
20,732,460
21,1629,500
22,1656,543
23,667,545
24,645,589
25,1683,589
26,1769,602
27,1717,632
28,617,634
29,1744,678
30,595,684
31,1853,715
32,1772,723
33,574,736
34,1799,760
35,556,780
36,1527,794
37,1828,800
38,538,828
39,1843,842
40,524,872
41,503,917
42,1890,924
43,486,960
44,1909,963
45,1930,1001
46,1123,1011
47,1951,1039
48,450,1053
49,1968,1079
50,433,1094
51,1985,1120
52,417,1135
53,2008,1161
54,399,1176
55,2029,1202
56,387,1223
57,2050,1245
58,371,1268
59,2076,1280
60,357,1310
61,343,1351
62,2108,1355
63,2133,1397
64,321,1430
65,2151,1441
66,304,1479
67,2167,1485
68,400,1498
69,291,1523
70,2206,1565
71,276,1569
72,2228,1609
73,263,1612
74,2415,1647
75,2247,1650
76,247,1656
77,2389,1688
78,2268,1690
79,223,1752
80,2310,1772
81,2332,1820
82,1858,1823
83,218,1832
84,1932,1860
85,1977,1866
86,2066,1869
87,222,1888
88,578,1888
