,x,y
0,1786,25
1,2326,51
2,2244,58
3,2414,70
4,1492,151
5,1436,156
6,1421,197
7,1483,206
8,1541,212
9,1311,215
10,1595,216
11,1644,247
12,1217,257
13,1487,274
14,1306,283
15,1175,290
16,1556,291
17,1597,293
18,1729,305
19,1137,322
20,1099,349
21,1062,381
22,1811,390
23,1028,412
24,1844,432
25,991,453
26,1877,474
27,957,490
28,1905,515
29,920,535
30,1931,554
31,1953,605
32,863,623
33,1974,651
34,835,669
35,1996,695
36,782,749
37,2020,754
38,753,798
39,2039,799
40,2059,850
41,755,858
42,704,871
43,2078,895
44,681,923
45,2099,938
46,739,962
47,628,991
48,2120,1022
49,589,1073
50,2109,1083
51,560,1109
52,2145,1115
53,2203,1128
54,539,1154
55,2161,1157
56,2177,1240
57,477,1271
58,2104,1278
59,458,1318
60,2206,1321
61,548,1356
62,446,1364
63,425,1404
64,2226,1415
65,2285,1420
66,302,1428
67,393,1436
68,2336,1455
69,2240,1456
70,371,1482
71,2306,1505
72,348,1519
73,453,1540
74,2263,1548
75,327,1559
76,87,1577
77,305,1601
78,2178,1614
79,2284,1632
80,2337,1635
81,282,1641
82,254,1689
83,181,1693
84,2307,1716
85,2360,1723
86,236,1735
87,2241,1751
88,2312,1766
89,217,1775
90,2320,1814
91,203,1816
92,1764,1838
93,2334,1855
94,183,1861
95,1800,1888
