,x,y
0,1312,71
1,1195,72
2,1257,72
3,1148,73
4,1362,76
5,1419,94
6,1091,96
7,1170,117
8,1215,120
9,1261,120
10,1746,179
11,892,218
12,1593,268
13,1538,312
14,1737,373
15,1700,410
16,1764,413
17,1788,458
18,717,497
19,1813,501
20,1841,552
21,2005,595
22,673,599
23,650,645
24,1890,652
25,625,688
26,1911,695
27,605,730
28,1933,734
29,587,771
30,566,816
31,1967,821
32,544,861
33,1988,861
34,591,862
35,2005,901
36,511,938
37,2024,940
38,2122,943
39,2045,978
40,2059,1019
41,468,1026
42,2090,1103
43,434,1106
44,409,1183
45,2127,1185
46,2224,1213
47,386,1229
48,317,1232
49,2156,1270
50,375,1271
51,2173,1312
52,350,1318
53,2187,1354
54,2206,1398
55,254,1399
56,317,1405
57,295,1451
58,2238,1485
59,281,1493
60,2253,1529
61,370,1530
62,264,1535
63,2206,1571
64,2269,1571
65,244,1579
66,2290,1611
67,227,1623
68,2325,1697
69,189,1714
70,2343,1742
71,2253,1750
72,126,1763
73,2353,1786
74,161,1803
75,2378,1836
76,2075,1852
77,147,1855
78,1706,1865
79,2260,1875
80,1769,1881
81,1891,1883
82,1939,1884
83,2519,1884
84,2030,1885
