,x,y
0,1204,44
1,1263,45
2,1311,46
3,1361,49
4,1415,63
5,1095,69
6,1480,100
7,1034,106
8,1518,116
9,999,129
10,1562,149
11,957,165
12,1603,194
13,925,195
14,1640,226
15,892,227
16,828,302
17,1711,303
18,2105,316
19,1740,342
20,799,349
21,1795,429
22,742,432
23,1817,473
24,719,481
25,696,528
26,1870,575
27,672,578
28,1897,618
29,1917,661
30,626,665
31,1939,705
32,603,709
33,1957,746
34,584,750
35,1976,791
36,565,794
37,2325,800
38,1993,833
39,544,839
40,2030,904
41,508,917
42,2067,985
43,467,1005
44,2102,1072
45,439,1083
46,2123,1117
47,420,1128
48,2140,1157
49,403,1168
50,502,1173
51,2157,1197
52,391,1210
53,2171,1240
54,373,1251
55,2194,1277
56,454,1285
57,352,1296
58,2208,1318
59,2224,1363
60,318,1384
61,297,1428
62,2253,1450
63,283,1472
64,2276,1491
65,262,1515
66,2294,1532
67,244,1556
68,923,1559
69,2311,1575
70,226,1600
71,1108,1639
72,2345,1656
73,190,1692
74,2366,1703
75,152,1729
76,137,1780
77,561,1798
78,2407,1813
79,1222,1822
80,125,1841
81,2541,1869
82,479,1887
