,x,y
0,1220,234
1,1163,237
2,1270,239
3,1314,244
4,1102,250
5,1365,258
6,1048,268
7,1182,286
8,1142,293
9,1296,294
10,1238,299
11,1097,304
12,1467,307
13,967,316
14,1010,318
15,1134,342
16,918,362
17,1562,374
18,1674,486
19,781,493
20,1708,527
21,749,541
22,1737,570
23,1763,609
24,693,622
25,1792,658
26,665,671
27,1819,705
28,1844,756
29,617,760
30,1869,800
31,1890,838
32,575,853
33,1914,880
34,551,896
35,1932,926
36,531,936
37,2241,950
38,513,980
39,1973,1010
40,489,1023
41,1826,1023
42,472,1070
43,2007,1083
44,451,1108
45,2024,1123
46,434,1150
47,2044,1162
48,417,1192
49,2116,1199
50,2060,1203
51,396,1235
52,2079,1247
53,376,1275
54,2159,1307
55,2113,1329
56,350,1348
57,336,1389
58,2147,1412
59,319,1430
60,2170,1454
61,296,1478
62,2189,1493
63,276,1524
64,2205,1537
65,259,1571
66,2237,1621
67,217,1655
68,2255,1666
69,196,1699
70,2275,1710
71,178,1742
72,2290,1752
73,2530,1770
74,160,1783
75,2309,1791
76,142,1830
77,2327,1835
78,123,1879
79,2347,1880
