,x,y
0,1210,65
1,1271,74
2,1168,102
3,1372,102
4,1051,103
5,1118,108
6,1424,119
7,961,155
8,1514,182
9,1561,225
10,882,230
11,846,266
12,1634,297
13,815,299
14,864,317
15,778,336
16,1672,338
17,723,417
18,1727,417
19,1755,466
20,693,469
21,1781,512
22,669,513
23,1810,560
24,644,563
25,1835,608
26,619,610
27,596,656
28,1862,656
29,1885,701
30,578,704
31,1908,742
32,552,746
33,534,787
34,1926,787
35,1811,826
36,1947,828
37,509,833
38,1979,906
39,471,919
40,2000,950
41,452,961
42,2015,991
43,1885,993
44,433,1000
45,2032,1033
46,423,1047
47,2051,1077
48,397,1082
49,1935,1090
50,510,1109
51,2062,1119
52,377,1126
53,2077,1161
54,352,1198
55,2095,1203
56,333,1251
57,2135,1285
58,292,1334
59,2168,1364
60,260,1419
61,2199,1453
62,227,1502
63,208,1549
64,2249,1573
65,191,1590
66,173,1635
67,157,1679
68,140,1725
69,2334,1791
70,108,1817
71,2353,1850
72,144,1868
