,x,y
0,2190,37
1,1090,88
2,1155,90
3,1210,91
4,1263,91
5,1037,94
6,1317,113
7,1366,133
8,940,136
9,899,178
10,1461,198
11,1538,269
12,1579,312
13,1613,352
14,1644,390
15,1699,479
16,1725,523
17,1750,571
18,1776,622
19,1802,670
20,1826,710
21,1851,807
22,1920,913
23,1938,959
24,1955,1002
25,2023,1169
26,2060,1250
27,266,1259
28,668,1280
29,2095,1328
30,225,1352
31,2118,1373
32,210,1396
33,2134,1416
34,2149,1458
35,173,1470
36,2181,1542
37,2202,1587
38,2222,1626
39,2233,1668
40,51,1779
41,2303,1854
