,x,y
0,1169,96
1,1454,123
2,1262,144
3,1364,149
4,1320,153
5,1150,165
6,1465,175
7,1415,188
8,1094,192
9,1056,216
10,1561,224
11,1141,238
12,1008,245
13,1605,262
14,965,283
15,1652,303
16,837,319
17,928,327
18,1690,343
19,865,390
20,1757,424
21,831,437
22,1786,469
23,775,515
24,1839,554
25,745,564
26,1865,608
27,1492,643
28,694,659
29,1868,673
30,1910,703
31,661,707
32,748,711
33,1933,756
34,1857,789
35,624,791
36,699,828
37,604,835
38,1975,838
39,577,877
40,1986,886
41,2097,921
42,548,923
43,2003,932
44,2206,965
45,2026,974
46,2280,1001
47,511,1008
48,2054,1044
49,469,1090
50,2090,1130
51,428,1183
52,359,1213
53,2123,1220
54,398,1249
55,395,1297
56,450,1309
57,2155,1309
58,386,1340
59,2169,1355
60,340,1368
61,2186,1398
62,2204,1442
63,390,1466
64,296,1469
65,2207,1486
66,377,1508
67,277,1515
68,2233,1527
69,357,1549
70,259,1558
71,176,1561
72,2249,1569
73,240,1600
74,338,1600
75,2263,1616
76,315,1640
77,214,1645
78,2281,1658
79,197,1689
80,2515,1691
81,2298,1704
82,2310,1747
83,159,1775
84,716,1799
85,2436,1810
86,2479,1810
87,142,1824
88,2339,1832
89,123,1871
90,2363,1885
