,x,y
0,1245,91
1,1515,129
2,1284,131
3,1237,135
4,1347,145
5,1139,151
6,1406,163
7,1096,177
8,1454,188
9,1300,191
10,1034,192
11,1549,249
12,949,261
13,1603,286
14,912,304
15,854,367
16,1710,396
17,817,408
18,1741,436
19,789,453
20,1770,476
21,764,498
22,731,548
23,1826,567
24,707,593
25,1854,614
26,682,641
27,1883,667
28,663,690
29,1909,709
30,637,738
31,1937,753
32,618,779
33,595,825
34,1974,832
35,578,872
36,1994,879
37,557,910
38,2032,961
39,515,995
40,2067,1041
41,497,1042
42,479,1083
43,2087,1085
44,463,1125
45,2109,1127
46,446,1168
47,2123,1170
48,2141,1212
49,430,1213
50,2162,1252
51,418,1257
52,2179,1294
53,402,1299
54,385,1340
55,2220,1379
56,365,1382
57,2237,1420
58,348,1427
59,332,1471
60,2267,1501
61,319,1513
62,299,1558
63,284,1603
64,252,1686
65,239,1734
66,223,1778
67,206,1825
68,2411,1842
69,191,1872
