,x,y
0,1485,51
1,1593,74
2,1336,122
3,1584,139
4,1240,193
5,1345,195
6,1177,200
7,1399,204
8,1291,209
9,1442,212
10,1133,215
11,1494,234
12,1086,245
13,1540,259
14,1034,267
15,1146,267
16,1585,292
17,1495,298
18,996,302
19,1008,347
20,1678,367
21,913,370
22,1382,402
23,1721,404
24,877,407
25,1013,441
26,1757,446
27,841,450
28,1848,451
29,1784,486
30,823,497
31,1819,527
32,782,532
33,1896,547
34,1601,554
35,758,573
36,1843,573
37,1927,594
38,1872,621
39,725,622
40,2013,624
41,1951,644
42,437,655
43,1901,668
44,701,673
45,1968,696
46,1928,715
47,676,718
48,1956,762
49,649,763
50,582,778
51,1980,801
52,626,805
53,1996,847
54,606,849
55,698,860
56,2011,888
57,586,893
58,546,971
59,2052,982
60,516,1015
61,2178,1018
62,2096,1030
63,503,1058
64,1596,1059
65,2284,1072
66,414,1097
67,484,1103
68,2133,1121
69,466,1149
70,2148,1164
71,442,1188
72,2168,1212
73,430,1230
74,2188,1253
75,404,1273
76,470,1277
77,2205,1298
78,387,1313
79,2328,1328
80,2225,1342
81,375,1355
82,2244,1381
83,354,1402
84,2261,1422
85,326,1444
86,306,1490
87,402,1491
88,2299,1510
89,289,1530
90,2322,1549
91,272,1576
92,223,1579
93,2335,1593
94,249,1618
95,2354,1637
96,228,1664
97,2389,1720
98,188,1750
99,2408,1765
100,169,1795
101,1952,1810
102,2426,1814
103,148,1843
104,2450,1860
105,192,1861
106,1889,1879
