,x,y
0,1305,64
1,1193,65
2,1249,65
3,1355,72
4,1141,80
5,1461,104
6,1034,115
7,1552,165
8,949,181
9,1593,203
10,921,229
11,1634,241
12,884,248
13,1667,284
14,856,290
15,818,329
16,1731,361
17,788,373
18,1760,404
19,763,416
20,1809,490
21,706,508
22,1836,543
23,688,558
24,1888,639
25,639,649
26,1912,683
27,617,694
28,1946,768
29,574,780
30,1970,813
31,552,825
32,1986,855
33,532,871
34,593,877
35,2004,895
36,512,912
37,2025,933
38,2044,972
39,472,988
40,2076,1053
41,440,1077
42,2109,1139
43,406,1157
44,387,1200
45,2148,1221
46,374,1242
47,2170,1266
48,358,1288
49,2184,1307
50,338,1331
51,2197,1353
52,319,1377
53,2217,1394
54,2233,1438
55,285,1461
56,2249,1480
57,264,1508
58,2265,1525
59,248,1549
60,2278,1570
61,232,1591
62,2297,1611
63,216,1639
64,2316,1652
65,199,1685
66,2346,1739
67,163,1770
68,2365,1788
69,147,1828
70,2402,1886
