,x,y
0,1718,15
1,1143,68
2,1246,69
3,1094,75
4,1199,80
5,1350,89
6,1033,98
7,1401,105
8,1139,122
9,1448,130
10,945,150
11,887,197
12,1541,200
13,1581,238
14,1464,246
15,760,333
16,1680,357
17,732,381
18,1710,401
19,888,406
20,705,422
21,1740,444
22,682,466
23,578,474
24,435,475
25,1769,486
26,653,512
27,1795,539
28,641,566
29,612,611
30,1848,631
31,587,655
32,1856,686
33,562,699
34,1892,713
35,543,745
36,606,773
37,527,795
38,1918,814
39,572,824
40,503,833
41,1950,843
42,489,883
43,697,887
44,1058,892
45,458,918
46,2000,960
47,443,964
48,2022,1001
49,424,1004
50,2040,1042
51,406,1050
52,2059,1085
53,389,1091
54,2081,1127
55,389,1145
56,2098,1171
57,349,1213
58,2134,1250
59,347,1283
60,193,1313
61,292,1331
62,2164,1340
63,285,1399
64,2207,1421
65,255,1437
66,2222,1467
67,221,1517
68,2265,1548
69,205,1562
70,2278,1594
71,184,1609
72,2401,1619
73,2297,1633
74,165,1652
75,2317,1678
76,24,1709
77,2331,1725
78,2453,1737
79,123,1747
80,2349,1772
81,2373,1813
82,98,1839
83,2410,1878
84,85,1887
