,x,y
0,1478,122
1,1209,282
2,1085,345
3,1033,351
4,979,353
5,932,361
6,1200,366
7,875,374
8,970,404
9,1299,412
10,779,429
11,1346,440
12,1389,473
13,1289,493
14,702,508
15,1433,509
16,675,552
17,1508,577
18,646,585
19,1542,616
20,621,622
21,1603,695
22,569,713
23,1636,747
24,551,760
25,1201,827
26,1702,832
27,511,860
28,1734,871
29,1756,913
30,497,914
31,1784,955
32,1509,970
33,1810,993
34,461,1010
35,1835,1032
36,451,1056
37,1856,1070
38,1877,1108
39,1904,1142
40,422,1151
41,404,1200
42,1948,1218
43,388,1244
44,377,1291
45,1993,1299
46,2038,1373
47,354,1375
48,2071,1414
49,2085,1461
50,332,1467
51,312,1549
52,2114,1550
53,741,1580
54,367,1589
55,2137,1590
56,299,1597
57,2184,1611
58,291,1640
59,2201,1656
60,429,1671
61,282,1686
62,2228,1698
63,271,1732
64,2243,1744
65,2272,1780
66,257,1782
67,2293,1820
68,245,1842
69,2309,1864
70,1623,1868
71,239,1886
